,project,link,amount,slug,tags,dune_namespace
456,NFTScan (Cycle14),https://app.charmverse.io/op-grants/proposals?id=bcaedc5b-fbc5-46af-a9e4-d292bbf1cde2,35000.0,nftscan-official,"Grants Season 4, Cycle 14, Builders Grant",
457,NiceNode,https://vote.optimism.io/retropgf/3/application/0x825391e7c04751be3c9a8971ec57d1a1e9fba7f12df9e78046d3a4646b096dd9,74534.46,nicenode,RetroPGF3,
458,NiceNode,https://app.optimism.io/retropgf-discovery/0x9cce47E9cF12C6147c9844adBB81fE85880c4df4,21522.0,nicenode,RetroPGF2,
459,Nimbus,https://vote.optimism.io/retropgf/3/application/0x2133357c7f4da64fbf24b6edde526190e6f2396e9b2b7d5f0dde12ff9799867d,198758.57,nimbus-status-im,RetroPGF3,
460,Nimbus,https://app.optimism.io/retropgf-discovery/0x4413E96F6b46e59326a7695eF871FA902Ff7935d,84018.0,nimbus-status-im,RetroPGF2,
461,Node Guardians,https://vote.optimism.io/retropgf/3/application/0xc994fee0c5255f0bb044f3e0e86fc18ecb6243a10189e717f3269d430a0c507c,49689.64,nodeguardians,RetroPGF3,
462,Node Guardians,https://app.optimism.io/retropgf-discovery/0x6ef87E0Aaadb2c3d07fD98a098Af5FaD0aD45811,20278.0,nodeguardians,RetroPGF2,
463,Builder Protocol,https://vote.optimism.io/retropgf/3/application/0xa9b16b1e8a17444d945256acaf74dccd451bc330f809757af9b310b90cefa883,49689.64,nouns-ourzora,RetroPGF3,
464,Ocean Protocol for AI on Optimism,https://app.charmverse.io/op-grants/page-7976798372220861,38000.0,oceanprotocol,"Grants Season 4, Cycle 15, Builders Grant",
465,OmniBTC,https://app.charmverse.io/op-grants/proposals?id=0914d238-81b8-42c1-9cbb-41cfe4b795b7,90000.0,omnibtc,"Grants Season 4, Cycle 13, Growth Grant",
466,Onchain Reads,https://vote.optimism.io/retropgf/3/application/0x7b855bce8c0fbab5e05de3891f1cdf733af9f00e06b8fc7c7742bb4fb93774d4,0.0,onchain-reads-matallo,RetroPGF3,
467,OnlyDust,https://app.charmverse.io/op-grants/page-6225720466674716,50000.0,onlydustxyz,"Grants Season 4, Cycle 14, Builders Grant",
468,Optimism AI,https://vote.optimism.io/retropgf/3/application/0xaeae1f24e9c99641e8670196d5bd50e3d19d2eb13f527cc7a8c7ee9e9fc87d33,0.0,op-ai-web-asharibali,RetroPGF3,
469,Michael Vander Meiden,https://app.optimism.io/retropgf-discovery/0x6EdA5aCafF7F5964E1EcC3FD61C62570C186cA0C,56339.0,opdelegate-michael-vander-meiden,RetroPGF2,
470,OPdelegate.com ,https://gov.optimism.io/t/final-opdelegate-com/6176,85000.0,opdelegate-michael-vander-meiden,"Missions Season 4, Cycle 13, Intent 4, Phoenix, Builders Grant",
471,Optimism Community Governance Calls (Michael),https://vote.optimism.io/retropgf/3/application/0x0d494df8a9fd661b3eac0d17be9cb49c90ca4c94d8b6551d82df74b74907ef4f,47702.06,opdelegate-michael-vander-meiden,RetroPGF3,
472,The RetroPGF Podcast,https://gov.optimism.io/t/final-the-retropgf-podcast/6182,8000.0,opdelegate-michael-vander-meiden,"Missions Season 4, Cycle 13, Intent 4, Phoenix, Builders Grant",
473,OpenOcean,https://vote.optimism.io/retropgf/3/application/0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,44720.68,openocean-finance,RetroPGF3,
474,Open Source Observer,https://vote.optimism.io/retropgf/3/application/0x21ff2e7e147448cad238cf12c9622b73cd409d17d6b9443181f8ea4f3a044c86,127914.06,opensource-observer,RetroPGF3,
475,OpenZeppelin,https://app.optimism.io/retropgf-discovery/0x6084fBE2Aa96Bb131D6Bc7Bd3BE786882cfA250F,181765.0,openzeppelin,RetroPGF2,
476,OpenZeppelin Contracts,https://vote.optimism.io/retropgf/3/application/0x912e6971c43c3a46dbb82d1358af205530663ef01c2fb0691d843a9f72293689,248448.21,openzeppelin,RetroPGF3,
477,Opti.domains,https://gov.optimism.io/t/ready-gf-phase-1-proposal-opti-domains-interoperable-domain-name-for-the-op-stack/5510,50000.0,opti-domains,"Grants Season 3, Cycle 11, Builders Grant",
478,Opti.domains | Connecting Web2&3 with ENS + Attestation,https://vote.optimism.io/retropgf/3/application/0x1b434e0cbcc1f7f55673f468fb0f179a553502407ef975f8bf431996b4afcaae,22116.86,opti-domains,RetroPGF3,
479,Faina,https://vote.optimism.io/retropgf/3/application/0x35410b3bbfeec0b4474cf36141da039eaa8bdeea6c619ac4efa2095c934131da,27329.3,optimism-box-truffle,RetroPGF3,
480,Layer 2 Landscape,https://app.optimism.io/retropgf-discovery/0x7a48A728d9Fd2d5a55c545c4378E5bA909349E90,25407.0,optimism-box-truffle,RetroPGF2,
481,Buildooor,https://vote.optimism.io/retropgf/3/application/0xa38d1ea3ce71d1aec3c40e3159aa2efeede0bed790b8c809488a3db69dbbb22b,39670.22,optimism-gas-tracker-buildooor,RetroPGF3,
482,Optimism Prices Contracts,https://vote.optimism.io/retropgf/3/application/0x2436f1b74b54ca65793596f47abf27a6f333057f0d76d0c4224723e5a93832a8,30297.76,optimism-prices,RetroPGF3,
483,Optimism Prices Contracts,https://app.optimism.io/retropgf-discovery/0x82D54397B88CE80Ea2Df9aD049213ACb47dc2523,5973.0,optimism-prices,RetroPGF2,
484,Optimism Resource Center,https://vote.optimism.io/retropgf/3/application/0xc591d19f15acefac79bddeb5e9d79e7425558c53fc87a5b3425cd1febacc8141,19875.86,optimism-resource-center-govguide,RetroPGF3,
485,Optimystics,https://vote.optimism.io/retropgf/3/application/0xfd664805607a6c8e26bed11d372f794ac465462bc171a4b6992b84143876cc3a,29813.79,optimystics,RetroPGF3,
486,ENS Wildcard Domains,https://gov.optimism.io/t/draft-gf-phase-1-proposal-ens-wildcard-domains/5044,45000.0,optinames-optimismresolver,"Grants Season 3, Cycle 10, Builders Grant",
487,OptiNames | ENS on Optimism 🔴,https://vote.optimism.io/retropgf/3/application/0xd283248f9b998c566b07a1868dc87d7bed5f702f68ec23d9dd540ee359be70f2,49689.64,optinames-optimismresolver,RetroPGF3,
488,Optinames | ENS on Optimism,https://app.optimism.io/retropgf-discovery/0x1208a26FAa0F4AC65B42098419EB4dAA5e580AC6,13930.0,optinames-optimismresolver,RetroPGF2,
489,Superchain Resolver: Manage ENS Records on OP Chains (storage proofs),https://app.charmverse.io/op-grants/page-2502347076963445,34000.0,optinames-optimismresolver,"Grants Season 4, Cycle 15, Builders Grant",
490,Otterscan,https://vote.optimism.io/retropgf/3/application/0x5c84f2c69cd6044c8a9275924a2c4040acbc8e31572260526d9b0bd028eabf04,170364.91,otterscan,RetroPGF3,
491,Otterscan,https://app.optimism.io/retropgf-discovery/0xd31b671F1a398B519222FdAba5aB5464B9F2a3Fa,68835.0,otterscan,RetroPGF2,
492,Otterspace,https://gov.optimism.io/t/ready-gf-phase-1-proposal-otterspace-v2/3583,50000.0,otterspace-xyz,"Grants Season 2, Cycle 7 (Phase 1)",
493,Otterspace,https://app.optimism.io/retropgf-discovery/0x0AB7C4123e84c975008fcfcb14f07152bb711F82,10500.0,otterspace-xyz,RetroPGF2,
494,Pairwise,https://vote.optimism.io/retropgf/3/application/0xefa8ac63c7c8ba12ad5e43575ea25cd2d60fc44d38f6c83aea47ca6a7a05662d,96208.59,pairwise-general-magic,RetroPGF3,
495,Pairwise,https://app.optimism.io/retropgf-discovery/0x4d5Dd4d81D773c05cE27AbA03e2f3E346c3F8E54,7805.0,pairwise-general-magic,RetroPGF2,
496,Pairwise: Tinder UX for web3 community signaling,https://gov.optimism.io/t/final-pairwise-tinder-ux-for-web3-community-signaling/6142,95000.0,pairwise-general-magic,"Missions Season 4, Cycle 13, Intent 4, Builders Grant",
497,Pheasant Network,https://vote.optimism.io/retropgf/3/application/0xe7f9ad888086ccc95ea11472ae068c93a22e9cb9dc14162c1987adf67995a8f0,24579.48,pheasant-network,RetroPGF3,
498,Pin Save - decentralized Pinterest,https://vote.optimism.io/retropgf/3/application/0xc613e2a991ce0dbcf8fae1d6128e67543da9710e14831112fba654cc8fe8c389,19875.86,pin-save-dpytdao,RetroPGF3,
499,Remix CC,https://vote.optimism.io/retropgf/3/application/0x36971f3eca782399ac07ca77c8e49d66e066eece8fe10fdbc121a3176db59c46,19875.86,plancker-labs,RetroPGF3,
500,Downstream,https://vote.optimism.io/retropgf/3/application/0x60e8b63d4c87c43409731ac1370379af9884f7239cf69b052fb36c14d121f736,0.0,playmint,RetroPGF3,
501,Pocket Network,https://vote.optimism.io/retropgf/3/application/0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,61771.18,pokt-foundation,RetroPGF3,
502,Pocket Network,https://app.optimism.io/retropgf-discovery/0xb89e800719a96c609dB746397b7d2c3B917694e0,58181.0,pokt-network,RetroPGF2,
503,Chaintrap,https://gov.optimism.io/t/final-chaintrap-builders-cycle-11/5526,10000.0,polysensus-chaintrap,"Grants Season 3, Cycle 11, Builders Grant",
504,Ponder,https://vote.optimism.io/retropgf/3/application/0x134cdf191a5a805f5069b74bff91a1e2f641053908d50ab9c2531de6baf03de1,49689.64,ponder-surveys,RetroPGF3,
505,Prettier Solidity,https://vote.optimism.io/retropgf/3/application/0xa1ba547a93ddb2d5273ad0960f42b4c2d1a1dd92fe945b019787a937c5e9c705,92656.28,prettier-solidity,RetroPGF3,
506,Prettier Solidity,https://app.optimism.io/retropgf-discovery/0xFc756d8632A19CEbd76560CE0A6967279E32131b,43834.0,prettier-solidity,RetroPGF2,
507,Lore,https://vote.optimism.io/retropgf/3/application/0x0eb54adbc7b4564eea0b18f9270d201dde386ad9aba771dff0cc0370ca4df523,59627.57,project-squallet-refractor-labs,RetroPGF3,
508,Protocol Guild,https://vote.optimism.io/retropgf/3/application/0x2a1d784639add63bb313c3836b5dc1421d0a775d4cf7459c97bfbee95f39e26f,663853.62,protocol-guild,RetroPGF3,
509,Protocol Guild,https://app.optimism.io/retropgf-discovery/0x4C0a466DF0628FE8699051b3Ac6506653191cc21,557301.0,protocol-guild,RetroPGF2,
510,Public Assembly ,https://vote.optimism.io/retropgf/3/application/0x772cd778c83db4986af453df66bd3d6f93348ec07cf134385dccef9ecb2e5780,49689.64,public-assembly,RetroPGF3,
511,PWN DAO,https://vote.optimism.io/retropgf/3/application/0xfccc7c07d594efcee70f43a21fef3d041ccb420014f8415122c54e74c47dbe16,37267.23,pwnfinance,RetroPGF3,
512,Quark ID,https://app.optimism.io/retropgf-discovery/0x5A930B098Ed8D58dD4590577af85a8E864A8F6fE,4029.0,quark-id,RetroPGF2,
513,Questbook,https://app.optimism.io/retropgf-discovery/0x45755F5e7d3b1cdB1AaF1Fe786c415e47Bed2f43,1015.0,questbook,RetroPGF2,
514,RADAR,https://vote.optimism.io/retropgf/3/application/0xa10952029e2cea8e74682ea75ae2214e1a5ab43f4130f36a387aa1e772f35fa3,49689.64,radardao-xyz,RetroPGF3,
515,RadicalxChange,https://app.optimism.io/retropgf-discovery/0x3945D766185E2264900C84faC10958B3619C2bD4,70988.0,radicalxchange,RetroPGF2,
516,RadicalxChange Foundation,https://vote.optimism.io/retropgf/3/application/0x257a1cd3636dacb61acfaf682f07d3753453246858145ba32c5de11284bd9c5a,52755.99,radicalxchange,RetroPGF3,
517,RareSkills,https://app.optimism.io/retropgf-discovery/0x4879DF2Ba195a69C178133F44E278c0f64797Ca5,8449.0,rareskills,RetroPGF2,
518,Remix Project,https://vote.optimism.io/retropgf/3/application/0xfc31f53ebad145efbb22244d8bb6a7a34b226353b89675f46d04ed0089dd931b,248448.21,remix-project,RetroPGF3,
519,Remix Project,https://app.optimism.io/retropgf-discovery/0x2ba1aebA3fBd69aa74944F17326Bfdc229fD986E,151676.0,remix-project,RetroPGF2,
520,OP Reth,https://vote.optimism.io/retropgf/3/application/0x356900a8a5aa893d522dfcd67cc89f6472f8793ea8cf41088b47833ff1c16b5f,149068.93,reth-paradigmxyz,RetroPGF3,
521,RetroPGF Hub,https://vote.optimism.io/retropgf/3/application/0xb8ab3791f36218d548c3356ec308d82d1d4479a1c93552d39c40962ad74b898c,44720.68,retropgf-hub-fwb-creators,RetroPGF3,
522,revm,https://vote.optimism.io/retropgf/3/application/0x17e2c8ce0820b7ff172084cd69c6c2b4cdbd65e20e8af8a8f2c96b8401fb22c7,198758.57,revm-bluealloy,RetroPGF3,
523,Revoke.cash,https://vote.optimism.io/retropgf/3/application/0xa0ef6246d5c1dc17417db2b0f2b0b3aa3113f9c6df5920e93ac1e0c639a5bd1e,149068.93,revoke-cash,RetroPGF3,
524,Revoke.cash,https://app.optimism.io/retropgf-discovery/0xe126b3E5d052f1F575828f61fEBA4f4f2603652a,73490.0,revoke-cash,RetroPGF2,
525,Revolte,https://vote.optimism.io/retropgf/3/application/0xc80e8d0f165b8d28ebb3ed0a92450b245dec416c1376659bc1ea5adc0e9777a4,20648.03,revolte-pgrandne,RetroPGF3,
526,Revolte,https://app.optimism.io/retropgf-discovery/0xAC4DDaf8FBfFba0f1e8c7619720335FD4f03EaCD,2801.0,revolte-pgrandne,RetroPGF2,
527,DeNotify,https://gov.optimism.io/t/denotify-builder-grant-cycle-11/5480,25000.0,robo-labs,"Grants Season 3, Cycle 11, Builders Grant",
528,roll-op,https://vote.optimism.io/retropgf/3/application/0x9f375d025498e4a6e457e9bbd517f1c75395fbc521bb3300f85b02ed6cbbe5d1,74534.46,roll-op-0xfableorg,RetroPGF3,
529,simple-op-stack-rollup,https://app.charmverse.io/op-grants/proposals?id=a6e6bfb8-75bd-41bd-acb1-618c3c62e667,45000.0,roll-op-0xfableorg,"Grants Season 4, Cycle 13, Builders Grant",
530,Rotki,https://gov.optimism.io/t/ready-gf-phase-1-rotki/2732/,190770.0,rotki,"Grants Season 1, Cycle 2 (Phase 1)",
531,Rotki,https://gov.optimism.io/t/draft-gf-phase-1-proposal-rotki/5025,40000.0,rotki,"Grants Season 3, Cycle 10, Builders Grant",
532,rotki,https://vote.optimism.io/retropgf/3/application/0xf307abb7638c184e3836beb422abf8cd36b7fd2bbb4fbd0fdeadf7ab7047a8c8,149068.93,rotki,RetroPGF3,
533,rotki,https://app.optimism.io/retropgf-discovery/0x9531C059098e3d194fF87FebB587aB07B30B1306,145273.0,rotki,RetroPGF2,
534,Grandine,https://vote.optimism.io/retropgf/3/application/0x00007821871c29a7f1377bcfe3e02d474777111d71b541884ea014d1aa9a1b96,42236.2,rust-kzg-sifraitech,RetroPGF3,
535,Inheriti® Data Backup and Digital Inheritance Solution,https://app.charmverse.io/op-grants/page-958486149785867,28000.0,safehaven-io,"Grants Season 4, Cycle 15, Builders Grant",
536,"Integrating Optimism in SafeSwap, atomic swap bridge for native tokens",https://app.charmverse.io/op-grants/page-16476408930919728,20000.0,safehaven-io,"Grants Season 4, Cycle 14, Builders Grant",
537,Scalind - OP Chains constructor,https://app.charmverse.io/op-grants/page-5043319536236994,35000.0,scalind,"Grants Season 4, Cycle 15, Builders Grant",
538,PR0,https://vote.optimism.io/retropgf/3/application/0x938958cbd40bff58453dad061a22b9ee0e525767622cc363bdd69af8f9b2d9c7,65585.86,scryprotocol,RetroPGF3,
539,Scry,https://app.optimism.io/retropgf-discovery/0x9D31e30003f253563Ff108BC60B16Fdf2c93abb5,5325.0,scryprotocol,RetroPGF2,
540,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141,140000.0,scryprotocol,"Missions Season 4, Cycle 13, Fledgling, Builders Grant",
541,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141,60000.0,scryprotocol,"Missions Season 4, Cycle 13, Fledgling",
542,seal: UI for smart contracts,https://app.charmverse.io/op-grants/page-27099331034968377,100000.0,seal-inc,"Grants Season 4, Cycle 15, RFG2",
543,Seamless Protocol,https://vote.optimism.io/retropgf/3/application/0x7f2bcd6d20e753b49c12c96eee3304715ecb33bdc6750c572530c90750e47713,59627.57,seamless-protocol,RetroPGF3,
544,Secureum,https://vote.optimism.io/retropgf/3/application/0xf3556b88ce615a95656a66b816dccd3aafa786e47905a2bf5f40af726c481ebd,99379.28,secureum-race,RetroPGF3,
545,Seedle,https://vote.optimism.io/retropgf/3/application/0x3192905c60d595504b29dcbea66d0ab0fa07cf37eccd422726a2f87287f720b3,0.0,seedle-finance,RetroPGF3,
546,ShapeShift,https://gov.optimism.io/t/gf-phase-2-growth-proposal-shapeshift-dao/5568,200000.0,shapeshift,"Grants Season 3, Cycle 11",
547,ShapeShift DAO,https://vote.optimism.io/retropgf/3/application/0xbac29b5be9a91892eae39f804c408fe66bf8b4772710f35a475eae07d1967a6b,59627.57,shapeshift,RetroPGF3,
548,[RFG-3] Sherlock Audits,https://app.charmverse.io/op-grants/page-8451256064211878,200000.0,sherlock-audit,"Grants Season 4, Cycle 15, RFG3",
549,Karma,https://vote.optimism.io/retropgf/3/application/0x643b377b91001dfe0b6badb91cfb0b79ef97510ccf731cbeb29166cb2d55415a,69565.5,show-karma,RetroPGF3,
550,Karma Dashboard,https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-delegate-dashboard/3411/1,10000.0,show-karma,"Grants Season 2, Cycle 7 (Phase 1)",
551,Karma Discourse,https://gov.optimism.io/t/ready-gf-phase-1-proposal-karma-discourse-forum-plugin/3412,15000.0,show-karma,"Grants Season 2, Cycle 7 (Phase 1)",
552,Karma Grantee Accountability Platform,https://app.charmverse.io/op-grants/proposals?id=87b242c9-0190-4624-ae9e-09bbce4ee032,30000.0,show-karma,"Grants Season 4, Cycle 13, Builders Grant",
553,Karma delegate registry,https://gov.optimism.io/t/draft-gf-phase-1-proposal-karma-delegate-registry/4982,50000.0,show-karma,"Grants Season 3, Cycle 10, Builders Grant",
554,Front running protection,https://gov.optimism.io/t/draft-gf-phase-1-proposal-front-running-protection-via-shielded-mempool-for-op-stack-using-threshold-encryption/5036,30000.0,shutter-network,"Grants Season 3, Cycle 10, Builders Grant",
555,Slither,https://vote.optimism.io/retropgf/3/application/0xdc83083060482b77d672b1ce442d426f9c9843bd5f6bd2b994a3bdc70489e3d0,121739.62,slither-crytic,RetroPGF3,
556,Slither,https://app.optimism.io/retropgf-discovery/0xA6826463a53bBe3d673f7e61E94a6099581FfC7d,38926.0,slither-crytic,RetroPGF2,
557,Slugs,https://vote.optimism.io/retropgf/3/application/0x2d93c0eca3a25f1350286a43e12958aef2292c5213adc111db326b40f67098cc,19875.86,slugs-protocol-bernatfp,RetroPGF3,
558,Small Brain Games,https://vote.optimism.io/retropgf/3/application/0x9a3872d9d2a22b3d9e0cd88a7169fbc897a3aea36159e62253be38c06cf97bb2,114285.18,smallbraingames,RetroPGF3,
559,Small Brain Games,https://app.optimism.io/retropgf-discovery/0xc152Cc22488f1383E675f5738dF9a4244fB113a5,28261.0,smallbraingames,RetroPGF2,
560,Smock,https://app.optimism.io/retropgf-discovery/0x3B1E17b3FC8B2B2c5FBb995Fb3E1dE95a4D7cF7D,13684.0,smock-defi-wonderland,RetroPGF2,
561,draper,https://vote.optimism.io/retropgf/3/application/0x0ce37173aac4d925ca6434dc28b7fad840870ec6ee27bda8c7db4685cb6fd812,89441.36,smoldapp,RetroPGF3,
562,Snapshot,https://vote.optimism.io/retropgf/3/application/0xfadf25227cc176c7ede5ca6453f663bf57947c42664768e00de9f71c1a907c41,198758.57,snapshot-labs,RetroPGF3,
563,Snapshot,https://app.optimism.io/retropgf-discovery/0xf9551c66995eD3Ff9bb05C9Fd7ff148Bd75dc99a,145699.0,snapshot-labs,RetroPGF2,
564,🐍 snekmate,https://vote.optimism.io/retropgf/3/application/0x2ef1439654b9728dc8e5412623d8fc1374bd6ab1ab919d018b39cf52613e4e4d,49689.64,snekmate,RetroPGF3,
565,🐍 snekmate,https://app.optimism.io/retropgf-discovery/0x07bF3CDA34aA78d92949bbDce31520714AB5b228,48081.0,snekmate,RetroPGF2,
566,Solady,https://app.optimism.io/retropgf-discovery/0x1F5D295778796a8b9f29600A585Ab73D452AcB1c,45019.0,solady-vectorized,RetroPGF2,
567,Vectorized,https://vote.optimism.io/retropgf/3/application/0x71e490b88c1fcd2eec579fd0d16da882c82aa9f86b8f7b0ae3ce2096139dc22f,99379.28,solady-vectorized,RetroPGF3,
568,Soldeer,https://app.charmverse.io/op-grants/page-6940426090315701,30000.0,soldeer-mario-eth,"Grants Season 4, Cycle 15, Builders Grant",
569,Protofire Blockchain Learning Path,https://vote.optimism.io/retropgf/3/application/0x49fdb9c842a1295fd27af6adfca0941414c3b7f6e69aa056bb9418a9a629c2eb,19875.86,solhint-protofire,RetroPGF3,
570,Solhint,https://app.optimism.io/retropgf-discovery/0x5fC34D03cFdf145Db5f3c5B5558e39a4164AAa30,22973.0,solhint-protofire,RetroPGF2,
571,Solid Grinder : smart contract CLI to do gas optimization on Optimism,https://app.charmverse.io/op-grants/page-14817603934853052,25000.0,solid-grinder-ratimon,"Grants Season 4, Cycle 14, Builders Grant",
572,Solidity,https://vote.optimism.io/retropgf/3/application/0xef65b1e277e1c7398bbd8a10c623d53dbbb64474ea68b6484e9ccf5c9c0cc494,422361.96,solidity,RetroPGF3,
573,Solidity,https://app.optimism.io/retropgf-discovery/0x151EF20A3ADe1CC1161391594f8a32461389a54e,217383.0,solidity,RetroPGF2,
574,solidity-analyzer,https://vote.optimism.io/retropgf/3/application/0xf6a4e9d22c8d7ee7fd67c5416493a53c3936a9c7fd4f26132bf29831fe7a0e8f,34782.75,solidity-analyzer-parmanuxyz,RetroPGF3,
575,Soul Wallet,https://vote.optimism.io/retropgf/3/application/0x641fe0827e471069d6c0d2aa3a0688393aa20c3c845da252b4c8450cdee29630,99379.28,soulwallet,RetroPGF3,
576,Sourcify,https://vote.optimism.io/retropgf/3/application/0x2c95b50db5da51867c96da2c76773472d2aad9a63f473a3e8096e9b4cbf3f29b,198758.57,sourcify-ethereum,RetroPGF3,
577,Sourcify,https://app.optimism.io/retropgf-discovery/0xAA6042aa65eb93C6439cDaeBC27B3bd09c5DFe94,30744.0,sourcify-ethereum,RetroPGF2,
578,SpaghettETH,https://vote.optimism.io/retropgf/3/application/0x3a6d7fdd39d0752fc14a0127b0ad5e5700c701ee7f359214121069e899969c58,19875.86,spaghetteth,RetroPGF3,
579,Cantina.xyx and Spearbit Labs: RFG-3,https://app.charmverse.io/op-grants/page-06581358639748647,400000.0,spearbit-portfolio,"Grants Season 4, Cycle 15, RFG3",
580,Spearbit,https://vote.optimism.io/retropgf/3/application/0x7c45354a60d2e984beb565b698bd3c04a0901ca065bc788459023f03c3b1cfa2,49689.64,spearbit-portfolio,RetroPGF3,
581,ChugSplash,https://app.optimism.io/retropgf-discovery/0x4856e043a1F2CAA8aCEfd076328b4981Aca91000,27968.0,sphinx-chugsplash,RetroPGF2,
582,Sphinx (formerly ChugSplash),https://vote.optimism.io/retropgf/3/application/0x64c29212540213b6f6e552332edc7fc08bd51680e3a748386b4b4ef0323f62db,49689.64,sphinx-chugsplash,RetroPGF3,
583,State Channels,https://vote.optimism.io/retropgf/3/application/0x6fb1521598b6e2417c6439d4350c577ab1609f2bd9a3cdfdfa1267cfa52789e1,62112.05,statechannels,RetroPGF3,
584,StreamETH,https://vote.optimism.io/retropgf/3/application/0x9ae606d30dc33cdb405ea16e48fd055ba496a088cd4cc7efec488db659a296d2,99379.28,streamethorg,RetroPGF3,
585,Synpress,https://vote.optimism.io/retropgf/3/application/0x7992f31ac0db3aad3dc7edead1a3670a6be071703212129f3a396c043cb23e84,99379.28,synpress-synthexio,RetroPGF3,
586,Synthetix IPFS Node,https://vote.optimism.io/retropgf/3/application/0x173710a47aa4f7feb17dab57db62f8ef0eb3e496a67aeb9541a78e4efcdb312a,39751.71,synthetix-node-synthetixio,RetroPGF3,
587,Tally Ho ,https://gov.optimism.io/t/review-gf-phase-1-proposal-optimism-tally-ho/3517/41,400000.0,taho-wallet,"Grants Season 2, Cycle 8 (Phase 1)",
588,Teku,https://app.optimism.io/retropgf-discovery/0xFF7B65dDc2Ffb7f6AC527b4C2F048946B3A5eaF3,78200.0,teku-consensys,RetroPGF2,
589,Tenderly,https://vote.optimism.io/retropgf/3/application/0x63506f0d71ed13eb435d76d593ad9d466dec78e7e19417538e8abde6e4d8ffe6,76445.53,tenderly,RetroPGF3,
590,Test in Prod,https://vote.optimism.io/retropgf/3/application/0x09a432ebeb70fe4d205e410b028c0ac46b04aa9e1e96b9fafdeb8dc06dbb22e0,273293.03,testinprod-io,RetroPGF3,
591,The Red Guild,https://vote.optimism.io/retropgf/3/application/0x08887fb11639636a61fda9a74730cc377d5bb7b66f68c8da13dd97f67bb4819d,74534.46,theredguild,RetroPGF3,
592,Tockable.xyz,https://vote.optimism.io/retropgf/3/application/0x14396f1320abe1af334cd3c05b25ad70f7b4d17be33ed54ac01dd9eabd5cb096,0.0,tockable,RetroPGF3,
593,Tokenbound: Tooling for 6551,https://app.charmverse.io/op-grants/page-39047688783064927,50000.0,tokenbound,"Grants Season 4, Cycle 15, RFG7",
594,Token Engineering Academy,https://vote.optimism.io/retropgf/3/application/0xb5386c6c0b8a2c05d49240513e2be7f96519b790a2a6037ce5fc19d318c5ff04,49689.64,tokenengineeringcommunity,RetroPGF3,
595,Travenesia,https://vote.optimism.io/retropgf/3/application/0xa838bacd4b72cce9d99f0489ad48c64ea9ad2b0c5b90c55075f8c5aec4a5bb6d,0.0,travenesia,RetroPGF3,
596,TrueBlocks,https://app.optimism.io/retropgf-discovery/0xf503017D7baF7FBC0fff7492b751025c6A78179b,71867.0,trueblocks,RetroPGF2,
597,TrueBlocks / Unchained Index,https://vote.optimism.io/retropgf/3/application/0xd7678550d5092dc6163c97666248ff136eae59c82e3bfd21905be13024d0662e,136646.52,trueblocks,RetroPGF3,
598,RegenScore,https://vote.optimism.io/retropgf/3/application/0xa3a9f7442c1e971a696a7f70f7eea524eff2a8685d279b143506a8f3cca22924,19875.86,trusted-seed,RetroPGF3,
599,Trusted Seed: REGEN Score,https://gov.optimism.io/t/final-regen-score/6167,95000.0,trusted-seed,"Missions Season 4, Cycle 13, Intent 4, Builders Grant",
600,Antoine,https://vote.optimism.io/retropgf/3/application/0xa2f3c16259f6eec775914f44a084ab251d93bfd7d109956b5a0b220edd1acd9a,49689.64,tryethernal,RetroPGF3,
601,⚡️ TurboETH,https://vote.optimism.io/retropgf/3/application/0x57f808acf22f28cb2bad6dfa0e86bc36f09569d4939fc3adfc83165d1e827d8d,49689.64,turbo-eth,RetroPGF3,
602,⚡️TurboETH - Web3 Build System,https://app.optimism.io/retropgf-discovery/0x761d584f1C2d43cBc3F42ECd739701a36dFFAa31,18272.0,turbo-eth,RetroPGF2,
603,TypeChain,https://app.optimism.io/retropgf-discovery/0x4d2F0Efdb2AD1d709d8522E7b5aa9f5181563617,44939.0,typechain-dethcrypto,RetroPGF2,
604,TypeChain / DethCode,https://vote.optimism.io/retropgf/3/application/0xa41c1671630bb1c1474b3ec7fecf4fc13f3bb292d29620a83878dfcd66ed4006,124224.11,typechain-dethcrypto,RetroPGF3,
605,Ultra Sound Money,https://vote.optimism.io/retropgf/3/application/0x5e97794e6f3b8af9c3b97da269e51387e788cb4b3c609d708aaa668538ef1de2,54658.61,ultrasoundmoney,RetroPGF3,
606,joohhnnn,https://vote.optimism.io/retropgf/3/application/0x5a041a04567ec1d38f7938f95579599846e0f9c01fcc5df978d20da56e957257,29813.79,understanding-optimism-codebase-joohhnnn,RetroPGF3,
607,Cielo,https://vote.optimism.io/retropgf/3/application/0x84ecb27cf284c8208d4e5d3900b7d82ac73d30bd6de1aa5593e66db08b999f34,38223.26,uniwhales,RetroPGF3,
