,project,repo,license,Total Stars,Total Forks,Total Contributors,Project ID,Project Name
2919,flipside-crypto,flipsidecrypto/labor-market,Apache-2.0,4.0,1.0,5.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2920,flipside-crypto,flipsidecrypto/livequery-models,MIT,1.0,1.0,10.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2921,flipside-crypto,flipsidecrypto/mkr-analysis,,,1.0,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2922,flipside-crypto,flipsidecrypto/near-models,MIT,14.0,12.0,33.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2923,flipside-crypto,flipsidecrypto/nft-deal-score,,1.0,,5.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2924,flipside-crypto,flipsidecrypto/nft_wash,MIT,,,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2925,flipside-crypto,flipsidecrypto/onchain-pricing,MIT,1.0,1.0,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2926,flipside-crypto,flipsidecrypto/optimism-models,MIT,2.0,,14.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2927,flipside-crypto,flipsidecrypto/osmosis-models,MIT,,,9.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2928,flipside-crypto,flipsidecrypto/polygon-models,MIT,3.0,3.0,18.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2929,flipside-crypto,flipsidecrypto/real-time-data-lag,MIT,,,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2930,flipside-crypto,flipsidecrypto/research,,,1.0,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2931,flipside-crypto,flipsidecrypto/sdk,,26.0,24.0,15.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2932,flipside-crypto,flipsidecrypto/sei-models,MIT,,,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2933,flipside-crypto,flipsidecrypto/shiny_template,MIT,,1.0,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2934,flipside-crypto,flipsidecrypto/solana-models,MIT,7.0,2.0,13.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2935,flipside-crypto,flipsidecrypto/sql_models,MIT,28.0,7.0,43.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2936,flipside-crypto,flipsidecrypto/terra-models,MIT,,5.0,20.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2937,flipside-crypto,flipsidecrypto/terra-multisend,,,,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2938,flipside-crypto,flipsidecrypto/thorchain-models,MIT,,,10.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2939,flipside-crypto,flipsidecrypto/ti-front-end-challenge-template,,1.0,3.0,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2940,flipside-crypto,flipsidecrypto/tools,,2.0,,6.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2941,flipside-crypto,flipsidecrypto/udf-models,MIT,,,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2942,flipside-crypto,flipsidecrypto/uniswap-forecast,MIT,3.0,,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2943,flipside-crypto,flipsidecrypto/user_metrics,,2.0,1.0,18.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2944,flipside-crypto,flipsidecrypto/xyz-models,MIT,,8.0,9.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2945,filosofiacodigo,filosofiacodigo/biblioteca,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2946,filosofiacodigo,filosofiacodigo/bibliotecalegacy,,2.0,2.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2947,filosofiacodigo,filosofiacodigo/demobank,,1.0,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2948,filosofiacodigo,filosofiacodigo/demostorage,,1.0,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2949,filosofiacodigo,filosofiacodigo/erc721acomparison,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2950,filosofiacodigo,filosofiacodigo/ejemploipfs,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2951,filosofiacodigo,filosofiacodigo/ejemploweb3,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2952,filosofiacodigo,filosofiacodigo/ipfsexample,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2953,filosofiacodigo,filosofiacodigo/ideasdevideos,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2954,filosofiacodigo,filosofiacodigo/marca,,,,2.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2955,filosofiacodigo,filosofiacodigo/metamasksignerdemo,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2956,filosofiacodigo,filosofiacodigo/myerc20,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2957,filosofiacodigo,filosofiacodigo/myerc721,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2958,filosofiacodigo,filosofiacodigo/mylinkrandom,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2959,filosofiacodigo,filosofiacodigo/nftassetsdemo,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2960,filosofiacodigo,filosofiacodigo/nftcollectiontemplate,,10.0,10.0,3.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2961,filosofiacodigo,filosofiacodigo/nftgame,,4.0,6.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2962,filosofiacodigo,filosofiacodigo/ogtoken,,3.0,3.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2963,filosofiacodigo,filosofiacodigo/phaserweb3,,2.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2964,filosofiacodigo,filosofiacodigo/playtoearndemo,,4.0,4.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2965,filosofiacodigo,filosofiacodigo/presskit,,,,2.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2966,filosofiacodigo,filosofiacodigo/projectideas,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2967,filosofiacodigo,filosofiacodigo/solanaholamundo,,,2.0,2.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2968,filosofiacodigo,filosofiacodigo/sudoswaptoken,,,,2.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2969,filosofiacodigo,filosofiacodigo/tokendeploy,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2970,filosofiacodigo,filosofiacodigo/tokentimelockvault,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2971,filosofiacodigo,filosofiacodigo/uniswapv3token,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2972,filosofiacodigo,filosofiacodigo/verduras,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2973,filosofiacodigo,filosofiacodigo/web3example,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2974,filosofiacodigo,filosofiacodigo/web3template,,2.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2975,filosofiacodigo,filosofiacodigo/web3templatev2,,1.0,1.0,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2976,filosofiacodigo,filosofiacodigo/website,,,,1.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2977,filosofiacodigo,filosofiacodigo/nft-collection-api,,14.0,10.0,5.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2978,filosofiacodigo,turupawn/randomnessceremony,,,1.0,2.0,0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony
2979,ezkl-zkonduit,zkonduit/.github,,,,1.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2980,ezkl-zkonduit,zkonduit/cryptoidol,,,1.0,4.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2981,ezkl-zkonduit,zkonduit/cryptoidol-frontend,MIT,,1.0,2.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2982,ezkl-zkonduit,zkonduit/ezkl,Apache-2.0,689.0,86.0,47.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2983,ezkl-zkonduit,zkonduit/ezkljs,Apache-2.0,3.0,,4.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2984,ezkl-zkonduit,zkonduit/ezkljs-engine,,2.0,1.0,4.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2985,ezkl-zkonduit,zkonduit/formalbenchmarks,GPL-3.0,9.0,,3.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2986,ezkl-zkonduit,zkonduit/pyezkl,Apache-2.0,22.0,6.0,6.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2987,ezkl-zkonduit,zkonduit/wasm-tutorial-web,,6.0,3.0,4.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2988,ezkl-zkonduit,zkonduit/e2e-mnist,,,,3.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2989,ezkl-zkonduit,zkonduit/globe-rotation,,,,1.0,0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL
2990,ethstaker,eth-educators/data,,,,1.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2991,ethstaker,eth-educators/eth-docker,Apache-2.0,361.0,146.0,122.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2992,ethstaker,eth-educators/eth-docker-docs,MIT,17.0,36.0,29.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2993,ethstaker,eth-educators/ethstaker-guides,MIT,279.0,103.0,55.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2994,ethstaker,eth-educators/ethstaker-knowledgebase,MIT,21.0,20.0,21.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2995,ethstaker,eth-educators/ethstaker-knowledgebase-spanish,,,,2.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2996,ethstaker,eth-educators/launch_checklist,,5.0,3.0,2.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2997,ethstaker,eth-educators/launch_docs,,5.0,3.0,9.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2998,ethstaker,eth-educators/medalla-exit,MIT,4.0,,2.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
2999,ethstaker,eth-educators/website,MIT,1.0,3.0,6.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker
3000,ethglobal,ethglobal/ethsanfrancisco-bounties,,8.0,6.0,14.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3001,ethglobal,ethglobal/ethsingapore-bounties,,4.0,3.0,5.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3002,ethglobal,ethglobal/hackfs-support,,2.0,,3.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3003,ethglobal,ethglobal/nextjs-wagmi-viem-starter,,1.0,,1.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3004,ethglobal,ethglobal/nfthack-support,,4.0,,7.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3005,ethglobal,ethglobal/scaling-ethereum-support,,2.0,,2.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3006,ethglobal,ethglobal/speedtest,,1.0,,3.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3007,ethglobal,ethglobal/sponsor-logos,,3.0,6.0,2.0,0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal
3008,ethers-io,ethers-io/etherswallet-ios,MIT,303.0,86.0,40.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3009,ethers-io,ethers-io/ancillary-bsc,MIT,14.0,7.0,6.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3010,ethers-io,ethers-io/ancillary-exchain,MIT,2.0,5.0,3.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3011,ethers-io,ethers-io/documentation,MIT,5.0,32.0,24.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3012,ethers-io,ethers-io/ethers-aion,MIT,7.0,5.0,3.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3013,ethers-io,ethers-io/ethers-cli,,17.0,13.0,6.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3014,ethers-io,ethers-io/ethers-ens,,50.0,15.0,6.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3015,ethers-io,ethers-io/ethers-io.github.io,,,4.0,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3016,ethers-io,ethers-io/ethers-ledger,,14.0,11.0,4.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3017,ethers-io,ethers-io/ethers-server,MIT,4.0,8.0,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3018,ethers-io,ethers-io/ethers-web3,MIT,3.0,2.0,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3019,ethers-io,ethers-io/ethers-web3-bridge,,19.0,12.0,4.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3020,ethers-io,ethers-io/ethers.io,MIT,42.0,19.0,14.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3021,ethers-io,ethers-io/ethers.js,MIT,7163.0,1759.0,1702.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3022,ethers-io,ethers-io/ethers.objc,MIT,157.0,61.0,30.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3023,ethers-io,ethers-io/ext-evm,,7.0,,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3024,ethers-io,ethers-io/ext-provider-ganache,MIT,4.0,2.0,3.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3025,ethers-io,ethers-io/ext-provider-multicall,MIT,3.0,,2.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3026,ethers-io,ethers-io/ext-provider-plugin-multicoin,MIT,4.0,2.0,2.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3027,ethers-io,ethers-io/ext-react,MIT,1.0,1.0,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3028,ethers-io,ethers-io/ext-signer,,4.0,,0.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3029,ethers-io,ethers-io/ext-signer-ledger,MIT,3.0,,10.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3030,ethers-io,ethers-io/ext-utils-optimism,MIT,1.0,1.0,2.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3031,ethers-io,ethers-io/hijack-npm-action,MIT,1.0,,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3032,ethers-io,ethers-io/run-geth-action,,,1.0,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3033,ethers-io,ethers-io/sync-s3-action,,3.0,2.0,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3034,ethers-io,ethers-io/testcase-generation-scripts,,3.0,4.0,1.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3035,ethers-io,ethers-io/tutorial-simplestore,,20.0,16.0,3.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3036,ethers-io,ethers-io/website,MIT,4.0,9.0,23.0,0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js
3037,ethernautdao,ethernautdao/.github,,,,1.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3038,ethernautdao,ethernautdao/brand-kit,MIT,,,1.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3039,ethernautdao,ethernautdao/challenges,,70.0,13.0,6.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3040,ethernautdao,ethernautdao/documentation,,45.0,4.0,13.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3041,ethernautdao,ethernautdao/ethernauts,,24.0,19.0,17.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3042,ethernautdao,ethernautdao/evm-runners-backend,MIT,,,1.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3043,ethernautdao,ethernautdao/evm-runners-cli,MIT,3.0,,1.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3044,ethernautdao,ethernautdao/evm-runners-levels,,,,2.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3045,ethernautdao,ethernautdao/evm-runners-web,MIT,,1.0,1.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3046,ethernautdao,ethernautdao/knowledge-sharing-1,,8.0,,1.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3047,ethernautdao,ethernautdao/resources,,138.0,23.0,6.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3048,ethernautdao,ethernautdao/evm-runners-contracts,,1.0,,1.0,0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO
3049,ethereum-on-arm,eoa-blockchain-labs/ethereumonarm,GPL-3.0,128.0,30.0,54.0,0x092a8ce182f9443499d2a36b1b6bbcd5da9340360d82a38c921b6b5c46f1e67f,Ethereum on ARM
3050,ethereum-etl-blockchain-etl,blockchain-etl/ethereum-etl,MIT,2726.0,779.0,226.0,0x5673d6a413d360de74d262487bdb4e70cb357c4d890af9cd62a369b1d858416b,EthereumETL
3051,ethereum-cat-herders,ethereum-cat-herders/1559-outreach,,13.0,13.0,19.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3052,ethereum-cat-herders,ethereum-cat-herders/eipip,,65.0,33.0,33.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3053,ethereum-cat-herders,ethereum-cat-herders/l2e,,5.0,4.0,6.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3054,ethereum-cat-herders,ethereum-cat-herders/pm,,97.0,58.0,47.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3055,ethereum-cat-herders,ethereum-cat-herders/community-call,,7.0,,1.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3056,ethereum-cat-herders,ethereum-cat-herders/ech-website-v2,,8.0,17.0,18.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3057,ethereum-cat-herders,ethereum-cat-herders/ethereum-cat-herders.github.io,,4.0,8.0,11.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3058,ethereum-cat-herders,ethereum-cat-herders/funding,,1.0,,46.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3059,ethereum-cat-herders,ethereum-cat-herders/hard-fork-checklist,,19.0,6.0,6.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3060,ethereum-cat-herders,ethereum-cat-herders/process,,8.0,2.0,2.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3061,ethereum-cat-herders,ethereum-cat-herders/progpow-audit,,8.0,2.0,3.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3062,ethereum-cat-herders,ethereum-cat-herders/tasks,,3.0,,0.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3063,ethereum-cat-herders,ethereum/eips,CC0-1.0,12169.0,5240.0,1286.0,0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders
3064,ethereum-attestation-service,ethereum-attestation-service/eas-contracts,MIT,164.0,34.0,20.0,0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service
3065,ethereum-attestation-service,ethereum-attestation-service/eas-contracts-example,MIT,5.0,,2.0,0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service
3066,ethereum-attestation-service,ethereum-attestation-service/eas-docs-site,,7.0,15.0,17.0,0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service
3067,ethereum-attestation-service,ethereum-attestation-service/eas-indexing-service,,8.0,1.0,2.0,0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service
3068,ethereum-attestation-service,ethereum-attestation-service/eas-ponder-graph,,1.0,1.0,1.0,0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service
3069,ethereum-attestation-service,ethereum-attestation-service/eas-sdk,MIT,39.0,16.0,21.0,0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service
3070,ethereum-attestation-service,ethereum-attestation-service/easter-indexer-v2,,4.0,,2.0,0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service
