,project,repo,license,Total Stars,Total Forks,Total Contributors,Project ID,Project Name
5091,pokt-foundation,pokt-foundation/database-schema,MIT,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5092,pokt-foundation,pokt-foundation/db-client,,1.0,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5093,pokt-foundation,pokt-foundation/devops-challenge,,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5094,pokt-foundation,pokt-foundation/docker-images,,3.0,4.0,9.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5095,pokt-foundation,pokt-foundation/docs,,6.0,56.0,53.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5096,pokt-foundation,pokt-foundation/docs-docsify,,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5097,pokt-foundation,pokt-foundation/docs-hugo,,,1.0,4.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5098,pokt-foundation,pokt-foundation/dwh-client,,,,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5099,pokt-foundation,pokt-foundation/economic-research,MIT,,1.0,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5100,pokt-foundation,pokt-foundation/electron-wallet,MIT,1.0,,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5101,pokt-foundation,pokt-foundation/explorer,MIT,1.0,,13.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5102,pokt-foundation,pokt-foundation/gateway,MIT,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5103,pokt-foundation,pokt-foundation/gateway-settings-api,MIT,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5104,pokt-foundation,pokt-foundation/global-services,MIT,,1.0,8.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5105,pokt-foundation,pokt-foundation/governance,,10.0,8.0,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5106,pokt-foundation,pokt-foundation/grove-site,,,,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5107,pokt-foundation,pokt-foundation/node-nanny,MIT,14.0,5.0,22.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5108,pokt-foundation,pokt-foundation/node-watch-test,,,,4.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5109,pokt-foundation,pokt-foundation/notification-service,MIT,1.0,,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5110,pokt-foundation,pokt-foundation/open-rpc-transformer,Apache-2.0,1.0,1.0,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5111,pokt-foundation,pokt-foundation/pocket-dao-voting-token,,,,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5112,pokt-foundation,pokt-foundation/pocket-gen,,,,1.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5113,pokt-foundation,pokt-foundation/pocket-go,MIT,2.0,1.0,8.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5114,pokt-foundation,pokt-foundation/pocket-indexer-lib,MIT,2.0,,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5115,pokt-foundation,pokt-foundation/pocket-indexer-services,MIT,1.0,,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5116,pokt-foundation,pokt-foundation/pocket-js,MIT,8.0,10.0,12.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5117,pokt-foundation,pokt-foundation/pocket-snapshotter,,2.0,3.0,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5118,pokt-foundation,pokt-foundation/pocket-ui,MIT,1.0,,7.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5119,pokt-foundation,pokt-foundation/pokt-scripts,MIT,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5120,pokt-foundation,pokt-foundation/pokt-upptime,MIT,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5121,pokt-foundation,pokt-foundation/poktscan-graphql,,1.0,1.0,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5122,pokt-foundation,pokt-foundation/poktworkshop,,1.0,,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5123,pokt-foundation,pokt-foundation/portal-api,MIT,11.0,7.0,23.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5124,pokt-foundation,pokt-foundation/portal-api-go,,,,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5125,pokt-foundation,pokt-foundation/portal-api-serverless,MIT,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5126,pokt-foundation,pokt-foundation/portal-db,,1.0,,4.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5127,pokt-foundation,pokt-foundation/portal-http-db,MIT,2.0,1.0,12.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5128,pokt-foundation,pokt-foundation/portal-platform,MIT,2.0,7.0,10.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5129,pokt-foundation,pokt-foundation/process,,,,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5130,pokt-foundation,pokt-foundation/pypokt,MIT,4.0,4.0,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5131,pokt-foundation,pokt-foundation/rate-limiter,MIT,,,10.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5132,pokt-foundation,pokt-foundation/relay-counter,MIT,,,1.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5133,pokt-foundation,pokt-foundation/release_watch,MIT,1.0,1.0,10.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5134,pokt-foundation,pokt-foundation/rpc-benchmark,,,,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5135,pokt-foundation,pokt-foundation/session-check,MIT,,,4.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5136,pokt-foundation,pokt-foundation/settler,,,,3.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5137,pokt-foundation,pokt-foundation/transaction-db,MIT,,,6.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5138,pokt-foundation,pokt-foundation/transaction-http-db,MIT,,,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5139,pokt-foundation,pokt-foundation/tx-client,MIT,,,2.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5140,pokt-foundation,pokt-foundation/utils-go,,1.0,1.0,5.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5141,pokt-foundation,pokt-foundation/wallet,MIT,8.0,13.0,29.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5142,pokt-foundation,pokt-foundation/wpokt-app,MIT,2.0,,4.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5143,pokt-foundation,pokt-foundation/wrapped-pokt-token,GPL-3.0,5.0,1.0,10.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network
5144,openocean-finance,openocean-finance/cbridge_im_crossandswap,,,2.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5145,openocean-finance,openocean-finance/contracts-ooe-polygon,,,2.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5146,openocean-finance,openocean-finance/ledger,Apache-2.0,3.0,1.0,3.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5147,openocean-finance,openocean-finance/limit-order-protocol-v2,MIT,4.0,5.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5148,openocean-finance,openocean-finance/openocean-api,,12.0,16.0,5.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5149,openocean-finance,openocean-finance/openocean-dao-treasury-for-arbitrum,,,3.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5150,openocean-finance,openocean-finance/openocean-farming,MIT,3.0,3.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5151,openocean-finance,openocean-finance/openocean-limit-order,,1.0,4.0,2.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5152,openocean-finance,openocean-finance/openocean-sdk-api,,8.0,9.0,2.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5153,openocean-finance,openocean-finance/openocean-swap-sdk,,2.0,,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5154,openocean-finance,openocean-finance/openocean-wallet-sdk,,,,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5155,openocean-finance,openocean-finance/openocean_cross_chain_contract,,1.0,2.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5156,openocean-finance,openocean-finance/openoceanexchange,MIT,5.0,6.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5157,openocean-finance,openocean-finance/openoceanexchangev2,MIT,24.0,18.0,2.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5158,openocean-finance,openocean-finance/security-audit-report,,3.0,3.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5159,openocean-finance,openocean-finance/widget,,2.0,5.0,1.0,0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean
5160,mosaicfun,adebolaorogun/data-models,,,1.0,1.0,0xf40a0097695977f72786fd5ddeabfd3f791cdccf8b5bf045ad295c86007c1345,Mosaic
5161,mosaicfun,mosaicfun/claim-nft-buildspace,,,,2.0,0xf40a0097695977f72786fd5ddeabfd3f791cdccf8b5bf045ad295c86007c1345,Mosaic
5162,moonwell-fi,moonwell-fi/contracts-open-source,BSD-3-Clause,5.0,5.0,2.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5163,moonwell-fi,moonwell-fi/governance-subgraph,MIT,,,1.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5164,moonwell-fi,moonwell-fi/market-deployer,BSD-3-Clause,,3.0,4.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5165,moonwell-fi,moonwell-fi/market-reward-adjustments,,1.0,1.0,7.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5166,moonwell-fi,moonwell-fi/moonwell-contracts-v2,BSD-3-Clause,5.0,6.0,10.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5167,moonwell-fi,moonwell-fi/moonwell-subgraph,,2.0,2.0,5.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5168,moonwell-fi,moonwell-fi/moonwell.js,,,,6.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5169,moonwell-fi,moonwell-fi/proposal-verification,,1.0,,4.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5170,moonwell-fi,moonwell-fi/temporal-governance,BSD-3-Clause,6.0,1.0,2.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell
5171,metricsdao,metricsdao/bounty_app,,1.0,2.0,5.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5172,metricsdao,metricsdao/core-evm-contracts,,7.0,2.0,8.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5173,metricsdao,metricsdao/csv-token-mint,,,,1.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5174,metricsdao,metricsdao/gitbook,,1.0,,18.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5175,metricsdao,metricsdao/harmony_dbt,,10.0,8.0,17.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5176,metricsdao,metricsdao/metric-token,,1.0,,1.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5177,metricsdao,metricsdao/onboarding_dbt,,,1.0,1.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5178,metricsdao,metricsdao/web3_data_dictionary,Apache-2.0,7.0,1.0,3.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5179,metricsdao,metricsdao/xyz,Apache-2.0,12.0,8.0,45.0,0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO
5180,keyring-so,keyring-so/keyring-desktop,MPL-2.0,2.0,1.0,2.0,0x6b9133680966c6d5b9a0496aa442e063ea73d965024cb2c89685f9f3c79148f0,Keyring
5181,jefetoken,jefetoken/jefe-optimism,,,,1.0,0xfe2b907f252c0cb610a2625a1da0746862b02b814a0ad1a3296271725a841ec4,JEFE TOKEN
5182,jefetoken,jefetoken/jefe-vaults,MIT,1.0,,1.0,0xfe2b907f252c0cb610a2625a1da0746862b02b814a0ad1a3296271725a841ec4,JEFE TOKEN
5183,jefetoken,jefetoken/jefeminer,,,,1.0,0xfe2b907f252c0cb610a2625a1da0746862b02b814a0ad1a3296271725a841ec4,JEFE TOKEN
5184,jefetoken,jefetoken/jefetoken-bep20,,,,1.0,0xfe2b907f252c0cb610a2625a1da0746862b02b814a0ad1a3296271725a841ec4,JEFE TOKEN
5185,jefetoken,jefetoken/jefetoken-ftm-v2,,,,1.0,0xfe2b907f252c0cb610a2625a1da0746862b02b814a0ad1a3296271725a841ec4,JEFE TOKEN
5186,jefetoken,jefetoken/tnt-staking-bnb,,,,1.0,0xfe2b907f252c0cb610a2625a1da0746862b02b814a0ad1a3296271725a841ec4,JEFE TOKEN
5187,indexsupply,indexsupply/render,MIT,5.0,,1.0,0x91accca44656ae99040e947aa75f50e9f9657bce564fdf1b9f266c32081ecf0b,Index Supply
5188,indexsupply,indexsupply/code,MIT,77.0,8.0,7.0,0x91accca44656ae99040e947aa75f50e9f9657bce564fdf1b9f266c32081ecf0b,Index Supply
5189,humpysgold,humpysgold/.github,,,,2.0,0x354f3199bd976ba1839b8d893b7fd0234e2c6f29ccbc38e66fefbadeb060642f,Golden Boys (GOLD)
5190,humpysgold,humpysgold/gold-otf,,,,1.0,0x354f3199bd976ba1839b8d893b7fd0234e2c6f29ccbc38e66fefbadeb060642f,Golden Boys (GOLD)
5191,humpysgold,humpysgold/golden-safe,,,,1.0,0x354f3199bd976ba1839b8d893b7fd0234e2c6f29ccbc38e66fefbadeb060642f,Golden Boys (GOLD)
5192,humpysgold,humpysgold/inflation_controller,,2.0,1.0,2.0,0x354f3199bd976ba1839b8d893b7fd0234e2c6f29ccbc38e66fefbadeb060642f,Golden Boys (GOLD)
5193,humpysgold,humpysgold/pounder,,1.0,,2.0,0x354f3199bd976ba1839b8d893b7fd0234e2c6f29ccbc38e66fefbadeb060642f,Golden Boys (GOLD)
5194,humpysgold,humpysgold/pounder-web3-functions,,1.0,,1.0,0x354f3199bd976ba1839b8d893b7fd0234e2c6f29ccbc38e66fefbadeb060642f,Golden Boys (GOLD)
5195,hausdao,hausdao/.github,MIT,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5196,hausdao,hausdao/baal-docs,MIT,2.0,3.0,8.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5197,hausdao,hausdao/baal-shamans,GPL-3.0,4.0,3.0,7.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5198,hausdao,hausdao/baal-tokens,MIT,,3.0,3.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5199,hausdao,hausdao/baal-tokens-old,,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5200,hausdao,hausdao/bolton-onboarder,,,6.0,3.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5201,hausdao,hausdao/comment-emitter,,,,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5202,hausdao,hausdao/dao-app-starter-vite,,2.0,7.0,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5203,hausdao,hausdao/dao-books,,5.0,2.0,5.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5204,hausdao,hausdao/daogroni-app,NOASSERTION,,,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5205,hausdao,hausdao/daogroni-subgraph,NOASSERTION,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5206,hausdao,hausdao/daohaus-app,NOASSERTION,136.0,81.0,50.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5207,hausdao,hausdao/daohaus-boosts,NOASSERTION,,3.0,3.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5208,hausdao,hausdao/daohaus-design,,,,,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5209,hausdao,hausdao/daohaus-monorepo-deprecated,MIT,13.0,5.0,22.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5210,hausdao,hausdao/daohaus-nft-market-contract,,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5211,hausdao,hausdao/daohaus-nft-market-subgraph,NOASSERTION,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5212,hausdao,hausdao/daohaus-poster-subgraph,NOASSERTION,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5213,hausdao,hausdao/daohaus-rage,,2.0,1.0,5.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5214,hausdao,hausdao/daohaus-rangers,GPL-3.0,2.0,,5.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5215,hausdao,hausdao/daohaus-rfp,,,,5.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5216,hausdao,hausdao/daohaus-shamans-subgraph,NOASSERTION,,,3.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5217,hausdao,hausdao/daohaus-stats,NOASSERTION,,5.0,8.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5218,hausdao,hausdao/daohaus-supergraph,MIT,6.0,22.0,11.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5219,hausdao,hausdao/daohaus-v3-app-playground,NOASSERTION,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5220,hausdao,hausdao/daohaus-v3-search,,,,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5221,hausdao,hausdao/daohaus-v3-subgraph-sandbox,NOASSERTION,,1.0,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5222,hausdao,hausdao/daohaus-web,NOASSERTION,18.0,13.0,7.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5223,hausdao,hausdao/daohaus-website,,17.0,44.0,35.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5224,hausdao,hausdao/daohaus-yeeter-v2,NOASSERTION,3.0,,12.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5225,hausdao,hausdao/dev-docs,MIT,,1.0,6.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5226,hausdao,hausdao/dgov-hackathon,,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5227,hausdao,hausdao/dh-nftclaim-onboarder-app,,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5228,hausdao,hausdao/dh-signal-tcr-app,,,2.0,7.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5229,hausdao,hausdao/dh-signal-tcr-subgraph,NOASSERTION,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5230,hausdao,hausdao/dhips,,,,9.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5231,hausdao,hausdao/docs,,1.0,3.0,6.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5232,hausdao,hausdao/erc20-zap-minion,GPL-3.0,1.0,,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5233,hausdao,hausdao/example-simple-eth-onboarder,,,2.0,3.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5234,hausdao,hausdao/foundationsdao-sourcecred,,3.0,1.0,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5235,hausdao,hausdao/free-ryder-dao,,,1.0,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5236,hausdao,hausdao/grant-seekersv2,CC0-1.0,1.0,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5237,hausdao,hausdao/hats-demo,,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5238,hausdao,hausdao/haus-report,MIT,1.0,,5.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5239,hausdao,hausdao/haus-tasks,,2.0,,5.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5240,hausdao,hausdao/manifesto,,29.0,4.0,5.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5241,hausdao,hausdao/minionsummonerv2,GPL-3.0,8.0,8.0,4.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5242,hausdao,hausdao/moloch2.5,GPL-3.0,6.0,4.0,8.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5243,hausdao,hausdao/molochv3-vite-starter-deprecated,,6.0,4.0,2.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5244,hausdao,hausdao/monorepo,MIT,21.0,12.0,17.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5245,hausdao,hausdao/niftyminionsummoner,GPL-3.0,1.0,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5246,hausdao,hausdao/onboarder-app,,,1.0,3.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5247,hausdao,hausdao/protocol-guild,,2.0,2.0,6.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5248,hausdao,hausdao/protocol-guild-contracts,MIT,4.0,1.0,4.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
5249,hausdao,hausdao/pubhaus,,,,1.0,0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS
