,package_source,package,github_org_count,artifact_namespace,artifact_name,op_project_count,op_onchain_project_count,op_project_share,op_onchain_project_share,ratio,oso_project
70086,NPM,@algolia/autocomplete-js,17,algolia,autocomplete-js,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
73338,NPM,react-lottie,30,react-lottie,react-lottie,14.0,10.0,0.0219435736677116,0.028735632183908046,1.3095238095238095,
70946,NPM,@apollo/react-components,20,apollo,react-components,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
70125,NPM,command-line-tool,18,command-line-tool,command-line-tool,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
73446,NPM,@fastify/static,31,fastify,static,14.0,10.0,0.0219435736677116,0.028735632183908046,1.3095238095238095,
69510,NPM,@mdx-js/esbuild,16,mdx-js,esbuild,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
70213,NPM,reduce-extract,18,reduce-extract,reduce-extract,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
70117,NPM,@rc-component/async-validator,18,rc-component,async-validator,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
70326,NPM,@parcel/css-linux-x64-gnu,18,parcel,css-linux-x64-gnu,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
72308,NPM,@nomiclabs/buidler-etherscan,25,nomiclabs,buidler-etherscan,14.0,10.0,0.0219435736677116,0.028735632183908046,1.3095238095238095,
70400,NPM,dmd,18,dmd,dmd,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
70009,NPM,react-router-hash-link,17,react-router-hash-link,react-router-hash-link,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
72133,NPM,ethereum-ens-network-map,24,ethereum-ens-network-map,ethereum-ens-network-map,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
70352,NPM,@alcalzone/ansi-tokenize,18,alcalzone,ansi-tokenize,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
69391,NPM,twitter-api-sdk,16,twitter-api-sdk,twitter-api-sdk,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
73309,NPM,@cto.af/textdecoder,30,cto.af,textdecoder,14.0,10.0,0.0219435736677116,0.028735632183908046,1.3095238095238095,
70849,NPM,nedb,20,nedb,nedb,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
73488,RUBYGEMS,aws-sdk-kms,31,0,0,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
69522,ACTIONS,bufbuild/buf-setup-action,16,0,0,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
72883,NPM,@types/react-beautiful-dnd,28,types,react-beautiful-dnd,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
74370,NPM,inter-ui,37,inter-ui,inter-ui,14.0,10.0,0.0219435736677116,0.028735632183908046,1.3095238095238095,
64855,NPM,@connext/interfaces,9,connext,interfaces,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
67367,NPM,@openzeppelin/contracts-0.8,12,openzeppelin,contracts-0.8,7.0,5.0,0.0109717868338558,0.014367816091954023,1.3095238095238095,
74324,NPM,@nomiclabs/buidler-waffle,36,nomiclabs,buidler-waffle,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
75590,NPM,@sentry/cli-darwin,47,sentry,cli-darwin,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
73554,PIP,pytest-forked,31,0,0,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
77126,PIP,httpcore,67,0,0,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
78193,NPM,base32.js,87,base32.js,base32.js,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
78658,NPM,@vercel/og,100,vercel,og,42.0,30.0,0.06583072100313479,0.08620689655172414,1.3095238095238098,
75661,NPM,wcag-contrast,47,wcag-contrast,wcag-contrast,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
77224,NPM,tiny-lr,68,tiny-lr,tiny-lr,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
77732,NPM,safe-json-parse,77,safe-json-parse,safe-json-parse,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
74697,NPM,@types/micromatch,39,types,micromatch,21.0,15.0,0.032915360501567396,0.04310344827586207,1.3095238095238098,
83036,NPM,case,563,case,case,221.0,158.0,0.3463949843260188,0.4540229885057471,1.310708898944193,
82014,NPM,@truffle/contract,313,truffle,contract,137.0,98.0,0.21473354231974923,0.28160919540229884,1.311435523114355,
81445,NPM,wif,246,wif,wif,102.0,73.0,0.15987460815047022,0.20977011494252873,1.3120915032679739,
83325,NPM,prettier-plugin-solidity,660,prettier-plugin-solidity,prettier-plugin-solidity,285.0,204.0,0.44670846394984326,0.5862068965517241,1.3122807017543858,prettier-solidity
82689,NPM,dockerode,439,dockerode,dockerode,183.0,131.0,0.28683385579937304,0.3764367816091954,1.3123861566484518,
81121,NPM,faker,219,faker,faker,88.0,63.0,0.13793103448275862,0.1810344827586207,1.3125,
81941,NPM,solhint-plugin-prettier,300,solhint-plugin-prettier,solhint-plugin-prettier,141.0,101.0,0.22100313479623823,0.29022988505747127,1.3132387706855793,
81804,NPM,base64-sol,283,base64-sol,base64-sol,134.0,96.0,0.21003134796238246,0.27586206896551724,1.3134328358208953,
80221,NPM,varuint-bitcoin,156,varuint-bitcoin,varuint-bitcoin,67.0,48.0,0.10501567398119123,0.13793103448275862,1.3134328358208953,
79658,NPM,@trufflesuite/eth-sig-util,135,trufflesuite,eth-sig-util,53.0,38.0,0.08307210031347963,0.10919540229885058,1.3144654088050314,
79646,NPM,@trufflesuite/eth-json-rpc-infura,134,trufflesuite,eth-json-rpc-infura,53.0,38.0,0.08307210031347963,0.10919540229885058,1.3144654088050314,
79668,NPM,@trufflesuite/eth-json-rpc-filters,135,trufflesuite,eth-json-rpc-filters,53.0,38.0,0.08307210031347963,0.10919540229885058,1.3144654088050314,
79654,NPM,@trufflesuite/eth-json-rpc-middleware,135,trufflesuite,eth-json-rpc-middleware,53.0,38.0,0.08307210031347963,0.10919540229885058,1.3144654088050314,
79379,NPM,cbw-sdk,122,cbw-sdk,cbw-sdk,46.0,33.0,0.07210031347962383,0.09482758620689655,1.3152173913043477,
77318,NPM,pinst,70,pinst,pinst,39.0,28.0,0.061128526645768025,0.08045977011494253,1.3162393162393162,
77543,NPM,@0x/types,74,0x,types,39.0,28.0,0.061128526645768025,0.08045977011494253,1.3162393162393162,
77562,NPM,@0x/typescript-typings,74,0x,typescript-typings,39.0,28.0,0.061128526645768025,0.08045977011494253,1.3162393162393162,
78573,NPM,fastestsmallesttextencoderdecoder,98,fastestsmallesttextencoderdecoder,fastestsmallesttextencoderdecoder,39.0,28.0,0.061128526645768025,0.08045977011494253,1.3162393162393162,
81497,NPM,@ledgerhq/hw-app-eth,251,ledgerhq,hw-app-eth,117.0,84.0,0.1833855799373041,0.2413793103448276,1.3162393162393162,
81531,NPM,typeforce,254,typeforce,typeforce,103.0,74.0,0.1614420062695925,0.21264367816091953,1.3171521035598703,
77028,NPM,@portis/web3-provider-engine,65,portis,web3-provider-engine,32.0,23.0,0.050156739811912224,0.06609195402298851,1.3177083333333335,
79815,NPM,delete-empty,141,delete-empty,delete-empty,57.0,41.0,0.08934169278996865,0.11781609195402298,1.3187134502923976,
80235,NPM,@toruslabs/eccrypto,157,toruslabs,eccrypto,57.0,41.0,0.08934169278996865,0.11781609195402298,1.3187134502923976,
82687,NPM,docker-modem,437,docker-modem,docker-modem,182.0,131.0,0.2852664576802508,0.3764367816091954,1.3195970695970698,
83176,NPM,ts-generator,615,ts-generator,ts-generator,257.0,185.0,0.40282131661442006,0.5316091954022989,1.319714656290532,
83730,NPM,@nomiclabs/hardhat-etherscan,792,nomiclabs,hardhat-etherscan,307.0,221.0,0.48119122257053293,0.6350574712643678,1.3197611292073832,
76365,NPM,to-no-case,56,to-no-case,to-no-case,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
74832,NPM,@maticnetwork/maticjs,41,maticnetwork,maticjs,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
76931,NPM,ink,64,ink,ink,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
76481,NPM,window-getters,58,window-getters,window-getters,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
79572,NPM,remark-math,130,remark-math,remark-math,50.0,36.0,0.07836990595611286,0.10344827586206896,1.3199999999999998,
79215,NPM,rollup-plugin-sourcemaps,116,rollup-plugin-sourcemaps,rollup-plugin-sourcemaps,50.0,36.0,0.07836990595611286,0.10344827586206896,1.3199999999999998,
78495,NPM,spinnies,96,spinnies,spinnies,50.0,36.0,0.07836990595611286,0.10344827586206896,1.3199999999999998,
76353,NPM,to-space-case,56,to-space-case,to-space-case,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
77638,NPM,ipfs-repo,76,ipfs-repo,ipfs-repo,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
76151,NPM,@truffle/expect,53,truffle,expect,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
77851,NPM,fast-write-atomic,80,fast-write-atomic,fast-write-atomic,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
76033,NPM,@truffle/contract-sources,52,truffle,contract-sources,25.0,18.0,0.03918495297805643,0.05172413793103448,1.3199999999999998,
80366,NPM,@openzeppelin/defender-base-client,164,openzeppelin,defender-base-client,68.0,49.0,0.10658307210031348,0.14080459770114942,1.321078431372549,openzeppelin
78142,NPM,lodash.isequalwith,86,lodash.isequalwith,lodash.isequalwith,43.0,31.0,0.06739811912225706,0.08908045977011494,1.321705426356589,
79987,NPM,path-starts-with,146,path-starts-with,path-starts-with,61.0,44.0,0.09561128526645768,0.12643678160919541,1.3224043715846996,
77337,NPM,@0x/assert,70,0x,assert,36.0,26.0,0.05642633228840126,0.07471264367816093,1.3240740740740742,
76024,NPM,nextjs-progressbar,52,nextjs-progressbar,nextjs-progressbar,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
76536,NPM,eslint-plugin-markdown,58,eslint-plugin-markdown,eslint-plugin-markdown,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
76058,NPM,react-qrcode-logo,52,react-qrcode-logo,react-qrcode-logo,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
76484,NPM,should-type,58,should-type,should-type,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
75124,NPM,@types/rebass,43,types,rebass,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
76404,NPM,should-type-adaptors,56,should-type-adaptors,should-type-adaptors,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
73467,NPM,@octokit/webhooks-types,31,octokit,webhooks-types,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
79719,NPM,axios-retry,138,axios-retry,axios-retry,54.0,39.0,0.08463949843260188,0.11206896551724138,1.3240740740740742,
77284,NPM,@0x/json-schemas,70,0x,json-schemas,36.0,26.0,0.05642633228840126,0.07471264367816093,1.3240740740740742,
76490,NPM,should-equal,58,should-equal,should-equal,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
75415,NPM,diagnostics,45,diagnostics,diagnostics,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
82089,NPM,@uniswap/lib,325,uniswap,lib,144.0,104.0,0.22570532915360503,0.2988505747126437,1.3240740740740742,uniswap
71086,PIP,py-solc-ast,20,0,0,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
74973,NPM,imagemin-jpegtran,42,imagemin-jpegtran,imagemin-jpegtran,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
74869,NPM,@storybook/react-vite,41,storybook,react-vite,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
74622,NPM,@cypress/listr-verbose-renderer,39,cypress,listr-verbose-renderer,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
75341,NPM,env-variable,45,env-variable,env-variable,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
75841,NPM,find,49,find,find,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
76547,NPM,should-format,58,should-format,should-format,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
76356,NPM,should-util,56,should-util,should-util,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
75601,NPM,enzyme-shallow-equal,47,enzyme-shallow-equal,enzyme-shallow-equal,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
75857,NPM,apollo-env,50,apollo-env,apollo-env,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
78320,NPM,@vercel/routing-utils,91,vercel,routing-utils,36.0,26.0,0.05642633228840126,0.07471264367816093,1.3240740740740742,
75164,NPM,@nestjs/typeorm,43,nestjs,typeorm,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
76132,NPM,lightweight-charts,53,lightweight-charts,lightweight-charts,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
75794,NPM,traverse-chain,49,traverse-chain,traverse-chain,18.0,13.0,0.02821316614420063,0.03735632183908046,1.3240740740740742,
78797,NPM,parse-css-color,104,parse-css-color,parse-css-color,47.0,34.0,0.07366771159874608,0.09770114942528736,1.3262411347517733,
83306,NPM,@nomiclabs/hardhat-waffle,652,nomiclabs,hardhat-waffle,275.0,199.0,0.43103448275862066,0.5718390804597702,1.3266666666666669,hardhat-nomicfoundation
82685,NPM,split-ca,436,split-ca,split-ca,181.0,131.0,0.2836990595611285,0.3764367816091954,1.326887661141805,
76431,NPM,erc721a,57,erc721a,erc721a,29.0,21.0,0.045454545454545456,0.0603448275862069,1.3275862068965518,
80226,NPM,@oclif/plugin-autocomplete,157,oclif,plugin-autocomplete,58.0,42.0,0.09090909090909091,0.1206896551724138,1.3275862068965518,
78338,NPM,ts-node-dev,91,ts-node-dev,ts-node-dev,29.0,21.0,0.045454545454545456,0.0603448275862069,1.3275862068965518,
82513,NPM,@openzeppelin/upgrades-core,393,openzeppelin,upgrades-core,174.0,126.0,0.2727272727272727,0.3620689655172414,1.3275862068965518,openzeppelin
77576,NPM,hono,75,hono,hono,29.0,21.0,0.045454545454545456,0.0603448275862069,1.3275862068965518,
77707,NPM,solidity-bytes-utils,77,solidity-bytes-utils,solidity-bytes-utils,29.0,21.0,0.045454545454545456,0.0603448275862069,1.3275862068965518,
77435,NPM,http-status-codes,72,http-status-codes,http-status-codes,29.0,21.0,0.045454545454545456,0.0603448275862069,1.3275862068965518,
83052,NPM,@openzeppelin/contracts-upgradeable,569,openzeppelin,contracts-upgradeable,243.0,176.0,0.38087774294670845,0.5057471264367817,1.327846364883402,openzeppelin
81130,NPM,node-hid,220,node-hid,node-hid,98.0,71.0,0.1536050156739812,0.20402298850574713,1.3282312925170068,
80124,NPM,@uniswap/v3-staker,153,uniswap,v3-staker,69.0,50.0,0.10815047021943573,0.14367816091954022,1.328502415458937,uniswap
81385,NPM,@openzeppelin/contract-loader,239,openzeppelin,contract-loader,109.0,79.0,0.17084639498432602,0.22701149425287356,1.3287461773700306,openzeppelin
80425,NPM,@uniswap/token-lists,168,uniswap,token-lists,80.0,58.0,0.12539184952978055,0.16666666666666666,1.3291666666666666,uniswap
82321,NPM,@uniswap/v2-core,363,uniswap,v2-core,160.0,116.0,0.2507836990595611,0.3333333333333333,1.3291666666666666,uniswap
81657,NPM,@openzeppelin/test-helpers,267,openzeppelin,test-helpers,120.0,87.0,0.18808777429467086,0.25,1.3291666666666666,openzeppelin
77656,NPM,@0x/utils,76,0x,utils,40.0,29.0,0.06269592476489028,0.08333333333333333,1.3291666666666666,
79078,NPM,@craco/craco,112,craco,craco,40.0,29.0,0.06269592476489028,0.08333333333333333,1.3291666666666666,
79425,NPM,@solana/spl-token,124,solana,spl-token,51.0,37.0,0.07993730407523511,0.10632183908045977,1.3300653594771241,
79243,NPM,@openzeppelin/platform-deploy-client,117,openzeppelin,platform-deploy-client,51.0,37.0,0.07993730407523511,0.10632183908045977,1.3300653594771241,
79236,NPM,asyncro,117,asyncro,asyncro,51.0,37.0,0.07993730407523511,0.10632183908045977,1.3300653594771241,
82704,NPM,solidity-ast,445,solidity-ast,solidity-ast,194.0,141.0,0.30407523510971785,0.4051724137931034,1.3324742268041236,
72354,NPM,array.prototype.at,25,array.prototype.at,array.prototype.at,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
74340,NPM,jest-styled-components,37,jest-styled-components,jest-styled-components,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
71728,NPM,@keplr-wallet/unit,22,keplr-wallet,unit,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
74388,NPM,@web3-react/eip1193,37,web3-react,eip1193,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75029,NPM,@lit-protocol/uint8arrays,42,lit-protocol,uint8arrays,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
71702,PIP,pkginfo,22,0,0,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75168,NPM,@lit-protocol/crypto,43,lit-protocol,crypto,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
76157,NPM,cytoscape-fcose,54,cytoscape-fcose,cytoscape-fcose,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
78885,NPM,@openzeppelin/contracts-v0.7,106,openzeppelin,contracts-v0.7,33.0,24.0,0.05172413793103448,0.06896551724137931,1.3333333333333333,
74991,NPM,@lit-protocol/bls-sdk,42,lit-protocol,bls-sdk,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
71432,NPM,@keplr-wallet/cosmos,21,keplr-wallet,cosmos,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75174,NPM,@lit-protocol/constants,43,lit-protocol,constants,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75494,NPM,loglevel-colored-level-prefix,46,loglevel-colored-level-prefix,loglevel-colored-level-prefix,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
74941,NPM,@lit-protocol/access-control-conditions,42,lit-protocol,access-control-conditions,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
72649,NPM,@tsconfig/node20,26,tsconfig,node20,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75058,NPM,@lit-protocol/types,42,lit-protocol,types,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
73018,NPM,eslint-plugin-mdx,28,eslint-plugin-mdx,eslint-plugin-mdx,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
72712,NPM,eslint-plugin-sort-destructure-keys,27,eslint-plugin-sort-destructure-keys,eslint-plugin-sort-destructure-keys,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75064,NPM,@lit-protocol/nacl,42,lit-protocol,nacl,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
77857,NPM,elkjs,80,elkjs,elkjs,33.0,24.0,0.05172413793103448,0.06896551724137931,1.3333333333333333,
71092,NPM,@web3-react/ledger-connector,20,web3-react,ledger-connector,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75802,NPM,quote-unquote,49,quote-unquote,quote-unquote,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
73541,NPM,openapi3-ts,31,openapi3-ts,openapi3-ts,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
77020,NPM,xmldoc,65,xmldoc,xmldoc,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
74758,NPM,@docusaurus/plugin-client-redirects,40,docusaurus,plugin-client-redirects,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
75032,NPM,@lit-protocol/ecdsa-sdk,42,lit-protocol,ecdsa-sdk,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
79398,NPM,@esbuild-plugins/node-modules-polyfill,123,esbuild-plugins,node-modules-polyfill,44.0,32.0,0.06896551724137931,0.09195402298850575,1.3333333333333333,
79035,NPM,@ardatan/aggregate-error,110,ardatan,aggregate-error,44.0,32.0,0.06896551724137931,0.09195402298850575,1.3333333333333333,
71826,NPM,event-lite,23,event-lite,event-lite,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
71820,NPM,global-modules-path,23,global-modules-path,global-modules-path,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
77088,NPM,ripple-address-codec,66,ripple-address-codec,ripple-address-codec,33.0,24.0,0.05172413793103448,0.06896551724137931,1.3333333333333333,
71968,NPM,msgpack-lite,23,msgpack-lite,msgpack-lite,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
73740,RUBYGEMS,activemodel,32,0,0,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
72509,PIP,types-pyyaml,26,0,0,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
78123,NPM,dagre-d3-es,85,dagre-d3-es,dagre-d3-es,33.0,24.0,0.05172413793103448,0.06896551724137931,1.3333333333333333,
72536,RUST,cw2,26,cw2,cw2,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
76469,NPM,mobx-react-lite,57,mobx-react-lite,mobx-react-lite,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
77373,NPM,graphql-yoga,71,graphql-yoga,graphql-yoga,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
75018,NPM,@lit-protocol/misc,42,lit-protocol,misc,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
73464,PIP,backoff,31,0,0,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
74825,PIP,typer,40,0,0,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
73351,NPM,@react-native/metro-config,30,react-native,metro-config,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
74992,NPM,@types/ioredis,42,types,ioredis,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
72824,NPM,@fontsource/ibm-plex-mono,27,fontsource,ibm-plex-mono,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
76888,NPM,typedarray.prototype.slice,63,typedarray.prototype.slice,typedarray.prototype.slice,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
77239,NPM,cashaddrjs,69,cashaddrjs,cashaddrjs,33.0,24.0,0.05172413793103448,0.06896551724137931,1.3333333333333333,
71987,RUST,spl-token-group-interface,23,spl-token-group-interface,spl-token-group-interface,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
72328,RUST,solana-security-txt,25,solana-security-txt,solana-security-txt,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
71143,NPM,@vanilla-extract/webpack-plugin,20,vanilla-extract,webpack-plugin,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
71487,NPM,mini-store,22,mini-store,mini-store,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
75535,NPM,chroma-js,46,chroma-js,chroma-js,22.0,16.0,0.034482758620689655,0.04597701149425287,1.3333333333333333,
72274,GO,github.com/hashicorp/go-uuid,25,0,0,11.0,8.0,0.017241379310344827,0.022988505747126436,1.3333333333333333,
82393,NPM,hardhat-contract-sizer,373,hardhat-contract-sizer,hardhat-contract-sizer,158.0,115.0,0.2476489028213166,0.33045977011494254,1.3343881856540085,
81332,NPM,hardhat-watcher,235,hardhat-watcher,hardhat-watcher,114.0,83.0,0.1786833855799373,0.23850574712643677,1.3347953216374269,
79978,NPM,browser-headers,146,browser-headers,browser-headers,59.0,43.0,0.09247648902821316,0.1235632183908046,1.3361581920903955,
77355,NPM,@0x/web3-wrapper,71,0x,web3-wrapper,37.0,27.0,0.05799373040752351,0.07758620689655173,1.337837837837838,
77865,NPM,safe-identifier,80,safe-identifier,safe-identifier,37.0,27.0,0.05799373040752351,0.07758620689655173,1.337837837837838,
80670,NPM,hardhat-abi-exporter,187,hardhat-abi-exporter,hardhat-abi-exporter,78.0,57.0,0.12225705329153605,0.16379310344827586,1.3397435897435896,
78071,NPM,dynamic-dedupe,84,dynamic-dedupe,dynamic-dedupe,26.0,19.0,0.04075235109717868,0.05459770114942529,1.3397435897435899,
76733,NPM,typedoc-default-themes,61,typedoc-default-themes,typedoc-default-themes,26.0,19.0,0.04075235109717868,0.05459770114942529,1.3397435897435899,
76648,NPM,ev-emitter,60,ev-emitter,ev-emitter,26.0,19.0,0.04075235109717868,0.05459770114942529,1.3397435897435899,
76476,NPM,babel-plugin-transform-async-to-promises,57,babel-plugin-transform-async-to-promises,babel-plugin-transform-async-to-promises,26.0,19.0,0.04075235109717868,0.05459770114942529,1.3397435897435899,
77936,NPM,@safe-global/protocol-kit,81,safe-global,protocol-kit,41.0,30.0,0.06426332288401254,0.08620689655172414,1.3414634146341464,safe-global
77716,NPM,@types/hdkey,77,types,hdkey,41.0,30.0,0.06426332288401254,0.08620689655172414,1.3414634146341464,
81645,NPM,@eth-optimism/contracts,266,eth-optimism,contracts,112.0,82.0,0.1755485893416928,0.23563218390804597,1.3422619047619047,
79514,NPM,jsqr,128,jsqr,jsqr,56.0,41.0,0.0877742946708464,0.11781609195402298,1.3422619047619047,
79343,NPM,@ethersproject/hardware-wallets,121,ethersproject,hardware-wallets,56.0,41.0,0.0877742946708464,0.11781609195402298,1.3422619047619047,
79200,NPM,bnc-sdk,116,bnc-sdk,bnc-sdk,60.0,44.0,0.09404388714733543,0.12643678160919541,1.3444444444444446,
74025,NPM,react-apollo,34,react-apollo,react-apollo,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
77398,NPM,require-relative,71,require-relative,require-relative,30.0,22.0,0.047021943573667714,0.06321839080459771,1.3444444444444446,
75642,NPM,@react-navigation/native-stack,47,react-navigation,native-stack,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
73221,NPM,surge-fstream-ignore,30,surge-fstream-ignore,surge-fstream-ignore,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
78956,NPM,babel-plugin-dev-expression,108,babel-plugin-dev-expression,babel-plugin-dev-expression,45.0,33.0,0.07053291536050156,0.09482758620689655,1.3444444444444446,
75409,NPM,vfile-sort,45,vfile-sort,vfile-sort,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
74299,NPM,@openapitools/openapi-generator-cli,36,openapitools,openapi-generator-cli,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
75140,NPM,graphql-upload,43,graphql-upload,graphql-upload,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
76177,RUBYGEMS,httpclient,54,0,0,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
73668,NPM,@size-limit/webpack,32,size-limit,webpack,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
73497,NPM,chokidar-cli,31,chokidar-cli,chokidar-cli,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
73290,NPM,@0x/sol-compiler,30,0x,sol-compiler,15.0,11.0,0.023510971786833857,0.031609195402298854,1.3444444444444446,
