,Onchain Builder,Devtool Project,Devtool URL,List of Packages Used by Project,Total Package Dependents in OSO,Total Package Dependents in RF4,Devtool Star Count,Devtool Fork Count,Devtool Created Date,Devtool Language,License,Past RF Recipient,Repo Relative Star Rank,OSO Package Rank,RF4 Package Rank,RF4 Delta
62,Giveth,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['@ethereumjs/common' '@nomicfoundation/ethereumjs-verkle'
 '@nomicfoundation/ethereumjs-evm' '@ethereumjs/util'
 '@nomicfoundation/ethereumjs-common'
 '@nomicfoundation/ethereumjs-blockchain' '@ethereumjs/rlp'
 '@nomicfoundation/ethereumjs-vm' '@ethereumjs/blockchain'
 '@ethereumjs/ethash' '@ethereumjs/vm' '@nomicfoundation/ethereumjs-tx'
 'ethereumjs-util' '@nomicfoundation/ethereumjs-statemanager'
 '@nomicfoundation/ethereumjs-util' '@nomicfoundation/ethereumjs-block'
 '@nomicfoundation/ethereumjs-rlp' '@nomicfoundation/ethereumjs-ethash'
 'rlp' '@nomicfoundation/ethereumjs-trie' 'merkle-patricia-tree'
 '@ethereumjs/tx' '@ethereumjs/block']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
63,Boost Studios,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['@nomicfoundation/ethereumjs-rlp' 'merkle-patricia-tree'
 '@ethereumjs/util' '@ethereumjs/common' 'rlp'
 '@nomicfoundation/ethereumjs-tx' '@ethereumjs/tx'
 '@nomicfoundation/ethereumjs-util' 'ethereumjs-util'
 '@nomicfoundation/ethereumjs-common' '@ethereumjs/rlp'
 '@ethereumjs/block']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
64,Synthetix,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['@nomicfoundation/ethereumjs-tx' 'merkle-patricia-tree' 'ethereumjs-util'
 '@ethereumjs/util' 'rlp' '@nomicfoundation/ethereumjs-block'
 '@nomicfoundation/ethereumjs-blockchain'
 '@nomicfoundation/ethereumjs-common' '@nomicfoundation/ethereumjs-evm'
 '@nomicfoundation/ethereumjs-util' '@nomicfoundation/ethereumjs-trie'
 '@ethereumjs/rlp' '@nomicfoundation/ethereumjs-ethash' '@ethereumjs/tx'
 '@nomicfoundation/ethereumjs-rlp'
 '@nomicfoundation/ethereumjs-statemanager'
 '@nomicfoundation/ethereumjs-vm' '@ethereumjs/common']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
65,Superfluid,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['@ethereumjs/tx' '@ethereumjs/rlp' '@nomicfoundation/ethereumjs-tx'
 '@nomicfoundation/ethereumjs-rlp' '@ethereumjs/common'
 '@nomicfoundation/ethereumjs-util' 'ethereumjs-util' 'rlp'
 'merkle-patricia-tree' '@nomicfoundation/ethereumjs-common'
 '@ethereumjs/util']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
66,Ethereum Attestation Service,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['ethereumjs-util' '@nomicfoundation/ethereumjs-ethash'
 '@nomicfoundation/ethereumjs-vm' '@nomicfoundation/ethereumjs-blockchain'
 '@nomicfoundation/ethereumjs-evm' '@ethereumjs/rlp'
 '@nomicfoundation/ethereumjs-rlp'
 '@nomicfoundation/ethereumjs-statemanager'
 '@nomicfoundation/ethereumjs-block' '@nomicfoundation/ethereumjs-trie'
 '@nomicfoundation/ethereumjs-common' '@nomicfoundation/ethereumjs-tx'
 '@ethereumjs/util' 'rlp' '@nomicfoundation/ethereumjs-util']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
67,Velodrome,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['ethereumjs-util' '@nomicfoundation/ethereumjs-vm'
 '@nomicfoundation/ethereumjs-trie' '@nomicfoundation/ethereumjs-block'
 '@nomicfoundation/ethereumjs-blockchain'
 '@nomicfoundation/ethereumjs-rlp' '@nomicfoundation/ethereumjs-tx'
 '@nomicfoundation/ethereumjs-evm' 'rlp'
 '@nomicfoundation/ethereumjs-common' '@nomicfoundation/ethereumjs-util'
 'merkle-patricia-tree' '@nomicfoundation/ethereumjs-statemanager'
 '@nomicfoundation/ethereumjs-ethash']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
68,Smol Dapp,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['@ethereumjs/common' '@ethereumjs/util' '@ethereumjs/tx'
 '@ethereumjs/rlp']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
69,Agora,EthereumJS,https://github.com/ethereumjs/ethereumjs-monorepo,"['@nomicfoundation/ethereumjs-common' '@nomicfoundation/ethereumjs-rlp'
 '@ethereumjs/tx' '@nomicfoundation/ethereumjs-tx' '@ethereumjs/common'
 '@ethereumjs/util' 'ethereumjs-util' '@nomicfoundation/ethereumjs-util'
 '@ethereumjs/rlp' 'rlp']",2290,170,2622,776,2015-07-10,TypeScript,,True,1.0,0.9129746835443038,0.9509493670886076,0.03797468354430378
70,Sushi,Tenderly,https://github.com/tenderly/hardhat-tenderly,['@tenderly/hardhat-tenderly' 'tenderly'],201,28,166,41,2020-09-09,TypeScript,Other,True,1.0,0.14082278481012658,0.1439873417721519,0.0031645569620253056
71,Velodrome,Tenderly,https://github.com/tenderly/hardhat-tenderly,['@tenderly/hardhat-tenderly' 'tenderly'],201,28,166,41,2020-09-09,TypeScript,Other,True,1.0,0.14082278481012658,0.1439873417721519,0.0031645569620253056
72,Ethereum Attestation Service,gas-reporter,https://github.com/cgewecke/hardhat-gas-reporter,['hardhat-gas-reporter'],1341,139,413,60,2019-06-20,TypeScript,MIT License,True,1.0,0.7183544303797469,0.8291139240506329,0.110759493670886
73,Sushi,gas-reporter,https://github.com/cgewecke/hardhat-gas-reporter,['hardhat-gas-reporter'],1341,139,413,60,2019-06-20,TypeScript,MIT License,True,1.0,0.7183544303797469,0.8291139240506329,0.110759493670886
74,Synthetix,gas-reporter,https://github.com/cgewecke/hardhat-gas-reporter,['hardhat-gas-reporter'],1341,139,413,60,2019-06-20,TypeScript,MIT License,True,1.0,0.7183544303797469,0.8291139240506329,0.110759493670886
75,Velodrome,gas-reporter,https://github.com/cgewecke/hardhat-gas-reporter,['hardhat-gas-reporter'],1341,139,413,60,2019-06-20,TypeScript,MIT License,True,1.0,0.7183544303797469,0.8291139240506329,0.110759493670886
76,Giveth,gas-reporter,https://github.com/cgewecke/hardhat-gas-reporter,['hardhat-gas-reporter'],1341,139,413,60,2019-06-20,TypeScript,MIT License,True,1.0,0.7183544303797469,0.8291139240506329,0.110759493670886
77,Superfluid,gas-reporter,https://github.com/cgewecke/hardhat-gas-reporter,['hardhat-gas-reporter'],1341,139,413,60,2019-06-20,TypeScript,MIT License,True,1.0,0.7183544303797469,0.8291139240506329,0.110759493670886
78,Across,gas-reporter,https://github.com/cgewecke/hardhat-gas-reporter,['hardhat-gas-reporter'],1341,139,413,60,2019-06-20,TypeScript,MIT License,True,1.0,0.7183544303797469,0.8291139240506329,0.110759493670886
79,Sushi,Babel,https://github.com/babel/babel-polyfills,"['babel-plugin-polyfill-corejs2' 'babel-plugin-polyfill-corejs3'
 'babel-plugin-polyfill-regenerator'
 '@babel/helper-define-polyfill-provider']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,3.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
80,Giveth,Babel,https://github.com/babel/babel-polyfills,"['babel-plugin-polyfill-corejs3' 'babel-plugin-polyfill-corejs2'
 '@babel/helper-define-polyfill-provider'
 'babel-plugin-polyfill-regenerator']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,3.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
81,Synthetix,Babel,https://github.com/babel/babel-polyfills,"['@babel/helper-define-polyfill-provider' 'babel-plugin-polyfill-corejs3'
 'babel-plugin-polyfill-corejs2' 'babel-plugin-polyfill-regenerator']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,3.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
82,Across,Babel,https://github.com/babel/babel-polyfills,"['babel-plugin-polyfill-corejs3' 'babel-plugin-polyfill-corejs2'
 '@babel/helper-define-polyfill-provider'
 'babel-plugin-polyfill-regenerator']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,3.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
83,Smol Dapp,Babel,https://github.com/babel/babel-polyfills,"['babel-plugin-polyfill-corejs2' 'babel-plugin-polyfill-corejs3'
 '@babel/helper-define-polyfill-provider'
 'babel-plugin-polyfill-regenerator']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,3.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
84,Superfluid,Babel,https://github.com/babel/babel-polyfills,"['babel-plugin-polyfill-corejs2' '@babel/helper-define-polyfill-provider'
 'babel-plugin-polyfill-corejs3' 'babel-plugin-polyfill-regenerator']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,2.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
85,Ethereum Attestation Service,Babel,https://github.com/babel/babel-polyfills,"['@babel/helper-define-polyfill-provider'
 'babel-plugin-polyfill-regenerator' 'babel-plugin-polyfill-corejs3'
 'babel-plugin-polyfill-corejs2']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,3.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
86,Agora,Babel,https://github.com/babel/babel-polyfills,"['babel-plugin-polyfill-regenerator' 'babel-plugin-polyfill-corejs3'
 '@babel/helper-define-polyfill-provider' 'babel-plugin-polyfill-corejs2']",1947,105,340,59,2019-06-06,TypeScript,MIT License,False,2.0,0.884493670886076,0.6487341772151899,-0.2357594936708861
87,Synthetix,Webpack,https://github.com/webpack/webpack-cli,"['@webpack-cli/configtest' '@webpack-cli/info' 'webpack-cli'
 '@webpack-cli/serve']",797,47,2576,619,2016-12-15,JavaScript,MIT License,False,3.0,0.2375,0.16875,-0.06874999999999998
88,Giveth,Webpack,https://github.com/webpack/webpack-cli,"['@webpack-cli/info' '@webpack-cli/configtest' '@webpack-cli/serve'
 'webpack-cli']",797,47,2576,619,2016-12-15,JavaScript,MIT License,False,2.0,0.2375,0.16875,-0.06874999999999998
89,Superfluid,Webpack,https://github.com/webpack/webpack-cli,"['@webpack-cli/configtest' 'webpack-cli' '@webpack-cli/serve'
 '@webpack-cli/info']",797,47,2576,619,2016-12-15,JavaScript,MIT License,False,2.0,0.2375,0.16875,-0.06874999999999998
90,Sushi,Multiformats,https://github.com/multiformats/js-multiaddr-to-uri,['multiaddr-to-uri'],792,56,7,11,2018-03-20,TypeScript,Other,False,3.0,0.4272151898734177,0.24050632911392406,-0.18670886075949367
91,Across,Multiformats,https://github.com/multiformats/js-multiaddr-to-uri,['multiaddr-to-uri'],792,56,7,11,2018-03-20,TypeScript,Other,False,3.0,0.4272151898734177,0.24050632911392406,-0.18670886075949367
92,Synthetix,Multiformats,https://github.com/multiformats/js-multiaddr-to-uri,['multiaddr-to-uri'],792,56,7,11,2018-03-20,TypeScript,Other,False,3.0,0.4272151898734177,0.24050632911392406,-0.18670886075949367
93,Superfluid,Multiformats,https://github.com/multiformats/js-multiaddr-to-uri,['multiaddr-to-uri'],792,56,7,11,2018-03-20,TypeScript,Other,False,3.0,0.4272151898734177,0.24050632911392406,-0.18670886075949367
94,Giveth,Multiformats,https://github.com/multiformats/js-multiaddr-to-uri,['multiaddr-to-uri'],792,56,7,11,2018-03-20,TypeScript,Other,False,3.0,0.4272151898734177,0.24050632911392406,-0.18670886075949367
95,Across,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,4.0,0.58125,0.44375,-0.13750000000000007
96,Superfluid,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,5.0,0.58125,0.44375,-0.13750000000000007
97,Smol Dapp,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,3.0,0.58125,0.44375,-0.13750000000000007
98,Boost Studios,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,4.0,0.58125,0.44375,-0.13750000000000007
99,Synthetix,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,7.0,0.58125,0.44375,-0.13750000000000007
100,Giveth,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,6.0,0.58125,0.44375,-0.13750000000000007
101,Agora,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,2.0,0.58125,0.44375,-0.13750000000000007
102,Ethereum Attestation Service,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,6.0,0.58125,0.44375,-0.13750000000000007
103,Sushi,Webpack,https://github.com/webpack/webpack-sources,['webpack-sources'],1935,102,262,71,2016-01-03,JavaScript,MIT License,False,4.0,0.58125,0.44375,-0.13750000000000007
104,Synthetix,Webpack,https://github.com/webpack/webpack-dev-middleware,['webpack-dev-middleware'],1568,71,2501,377,2012-08-08,JavaScript,MIT License,False,4.0,0.4125,0.24375,-0.16874999999999998
105,Ethereum Attestation Service,Webpack,https://github.com/webpack/webpack-dev-middleware,['webpack-dev-middleware'],1568,71,2501,377,2012-08-08,JavaScript,MIT License,False,3.0,0.4125,0.24375,-0.16874999999999998
106,Giveth,Webpack,https://github.com/webpack/webpack-dev-middleware,['webpack-dev-middleware'],1568,71,2501,377,2012-08-08,JavaScript,MIT License,False,3.0,0.4125,0.24375,-0.16874999999999998
107,Sushi,solidity-coverage,https://github.com/sc-forks/solidity-coverage,['solidity-coverage'],1401,138,988,269,2017-05-01,JavaScript,MIT License,True,1.0,0.36875,0.69375,0.32499999999999996
108,Synthetix,solidity-coverage,https://github.com/sc-forks/solidity-coverage,['solidity-coverage'],1401,138,988,269,2017-05-01,JavaScript,MIT License,True,1.0,0.36875,0.69375,0.32499999999999996
109,Across,solidity-coverage,https://github.com/sc-forks/solidity-coverage,['solidity-coverage'],1401,138,988,269,2017-05-01,JavaScript,MIT License,True,1.0,0.36875,0.69375,0.32499999999999996
110,Giveth,solidity-coverage,https://github.com/sc-forks/solidity-coverage,['solidity-coverage'],1401,138,988,269,2017-05-01,JavaScript,MIT License,True,1.0,0.36875,0.69375,0.32499999999999996
111,Velodrome,solidity-coverage,https://github.com/sc-forks/solidity-coverage,['solidity-coverage'],1401,138,988,269,2017-05-01,JavaScript,MIT License,True,1.0,0.36875,0.69375,0.32499999999999996
112,Superfluid,solidity-coverage,https://github.com/sc-forks/solidity-coverage,['solidity-coverage'],1401,138,988,269,2017-05-01,JavaScript,MIT License,True,1.0,0.36875,0.69375,0.32499999999999996
113,Ethereum Attestation Service,solidity-coverage,https://github.com/sc-forks/solidity-coverage,['solidity-coverage'],1401,138,988,269,2017-05-01,JavaScript,MIT License,True,1.0,0.36875,0.69375,0.32499999999999996
114,Giveth,Wallet Connect,https://github.com/walletconnect/walletconnect-monorepo,"['@walletconnect/web3-provider' '@walletconnect/universal-provider'
 '@walletconnect/utils' '@walletconnect/signer-connection'
 '@walletconnect/mobile-registry' '@walletconnect/qrcode-modal'
 '@walletconnect/types' '@walletconnect/iso-crypto'
 '@walletconnect/browser-utils' '@walletconnect/socket-transport'
 '@walletconnect/core' '@walletconnect/client'
 '@walletconnect/ethereum-provider' '@walletconnect/http-connection']",1359,102,1488,727,2018-08-26,TypeScript,Apache License 2.0,True,1.0,0.7436708860759493,0.5759493670886076,-0.16772151898734178
115,Smol Dapp,Wallet Connect,https://github.com/walletconnect/walletconnect-monorepo,"['@walletconnect/types' '@walletconnect/legacy-provider'
 '@walletconnect/utils' '@walletconnect/legacy-modal'
 '@walletconnect/ethereum-provider' '@walletconnect/universal-provider'
 '@walletconnect/core']",1359,102,1488,727,2018-08-26,TypeScript,Apache License 2.0,True,1.0,0.7436708860759493,0.5759493670886076,-0.16772151898734178
116,Agora,Wallet Connect,https://github.com/walletconnect/walletconnect-monorepo,"['@walletconnect/types' '@walletconnect/utils'
 '@walletconnect/universal-provider' '@walletconnect/ethereum-provider'
 '@walletconnect/core']",1359,102,1488,727,2018-08-26,TypeScript,Apache License 2.0,True,1.0,0.7436708860759493,0.5759493670886076,-0.16772151898734178
117,Boost Studios,Wallet Connect,https://github.com/walletconnect/walletconnect-monorepo,"['@walletconnect/utils' '@walletconnect/types'
 '@walletconnect/ethereum-provider' '@walletconnect/universal-provider'
 '@walletconnect/core']",1359,102,1488,727,2018-08-26,TypeScript,Apache License 2.0,True,1.0,0.7436708860759493,0.5759493670886076,-0.16772151898734178
118,Ethereum Attestation Service,Wallet Connect,https://github.com/walletconnect/walletconnect-monorepo,"['@walletconnect/legacy-modal' '@walletconnect/ethereum-provider'
 '@walletconnect/legacy-provider' '@walletconnect/types'
 '@walletconnect/universal-provider' '@walletconnect/utils'
 '@walletconnect/core']",1359,102,1488,727,2018-08-26,TypeScript,Apache License 2.0,True,1.0,0.7436708860759493,0.5759493670886076,-0.16772151898734178
119,Superfluid,Wallet Connect,https://github.com/walletconnect/walletconnect-monorepo,"['@walletconnect/ethereum-provider' '@walletconnect/core'
 '@walletconnect/utils' '@walletconnect/universal-provider'
 '@walletconnect/types' '@walletconnect/web3-provider'
 '@walletconnect/legacy-provider' '@walletconnect/legacy-modal']",1359,102,1488,727,2018-08-26,TypeScript,Apache License 2.0,True,1.0,0.7436708860759493,0.5759493670886076,-0.16772151898734178
120,Across,Wallet Connect,https://github.com/walletconnect/walletconnect-monorepo,"['@walletconnect/types' '@walletconnect/utils'
 '@walletconnect/browser-utils' '@walletconnect/core'
 '@walletconnect/qrcode-modal' '@walletconnect/universal-provider'
 '@walletconnect/socket-transport' '@walletconnect/ethereum-provider'
 '@walletconnect/iso-crypto' '@walletconnect/mobile-registry'
 '@walletconnect/client']",1359,102,1488,727,2018-08-26,TypeScript,Apache License 2.0,True,1.0,0.7436708860759493,0.5759493670886076,-0.16772151898734178
