seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
offchainlabs,stylus-erc20-oz,smallvec,servo,rust-smallvec,RUST
theblokc,arbdevbootcamp-reference,has-proto,inspect-js,has-proto,NPM
offchainlabs,stylus-vending-machine,tracing-futures,tokio-rs,tracing,RUST
offchainlabs,stylus-erc20-oz,alloy-contract,alloy-rs,alloy,RUST
offchainlabs,stylus-chess,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
offchainlabs,stylus-by-example,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
offchainlabs,stylus-tutorials,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
alt-research,nitro,clap_derive,clap-rs,clap,RUST
alt-research,nitro-near,plotters,plotters-rs,plotters,RUST
offchainlabs,stylus-erc20,psl,lupomontero,psl,NPM
offchainlabs,stylus-erc20,web3-core,chainsafe,web3.js,NPM
fluidity-money,long.so,@safe-global/safe-apps-sdk,safe-global,safe-apps-sdk,NPM
offchainlabs,stylus-quickstart-vending-machine,fixedbitset,petgraph,fixedbitset,RUST
solide-project,stylide,fixedbitset,petgraph,fixedbitset,RUST
alt-research,nitro-contracts-2.1.0,github.com/supranational/blst,supranational,blst,GO
alt-research,nitro,github.com/supranational/blst,supranational,blst,GO
offchainlabs,stylus-erc721,bignumber.js,mikemcl,bignumber.js,NPM
cryptosmartnow,stylus_bitsave,futures-core,rust-lang,futures-rs,RUST
offchainlabs,stylus-english-auction,winnow,winnow-rs,winnow,RUST
solide-project,stylide,winnow,winnow-rs,winnow,RUST
theblokc,arbdevbootcamp-reference,unicode-ident,dtolnay,unicode-ident,RUST
fluidity-money,long.so,queue-microtask,feross,queue-microtask,NPM
offchainlabs,stylus-erc721,util,coolaj86,nodejs-libs-4-browser,NPM
offchainlabs,stylus-erc20,mcl-wasm,herumi,mcl-wasm,NPM
alt-research,nitro-contracts-2.1.0,glob,rust-lang,glob,RUST
offchainlabs,stylus-erc20-oz,glob,rust-lang,glob,RUST
fluidity-money,long.so,array-buffer-byte-length,inspect-js,array-buffer-byte-length,NPM
theblokc,arbdevbootcamp-reference,array-buffer-byte-length,inspect-js,array-buffer-byte-length,NPM
fluidity-money,long.so,@sentry/cli,getsentry,sentry-cli,NPM
theblokc,arbdevbootcamp-reference,@types/lru-cache,definitelytyped,definitelytyped,NPM
offchainlabs,stylus-by-example,reusify,mcollina,reusify,NPM
offchainlabs,stylus-english-auction,futures-sink,rust-lang,futures-rs,RUST
fracton-ventures,nitro-gacha,futures-sink,rust-lang,futures-rs,RUST
offchainlabs,stylus-tutorials,@ethersproject/sha2,ethers-io,ethers.js,NPM
offchainlabs,stylus-erc721,@sindresorhus/is,sindresorhus,is,NPM
blockscout,cargo-stylus-test-examples,@scure/bip39,paulmillr,scure-bip39,NPM
blockscout,cargo-stylus-test-examples,@nomicfoundation/edr-linux-x64-musl,nomicfoundation,edr,NPM
fluidity-money,long.so,chardet,runk,node-chardet,NPM
offchainlabs,stylus-vending-machine,tap,myrrlyn,tap,RUST
solide-project,stylide,pin-project-lite,taiki-e,pin-project-lite,RUST
cryptosmartnow,bitsave_stylus,tracing-attributes,tokio-rs,tracing,RUST
offchainlabs,stylus-tutorials,supports-color,chalk,supports-color,NPM
offchainlabs,stylus-erc721,spdx-correct,jslicense,spdx-correct.js,NPM
offchainlabs,nitro,either,rayon-rs,either,RUST
offchainlabs,stylus-english-auction,either,rayon-rs,either,RUST
cryptosmartnow,bitsave_stylus,bumpalo,fitzgen,bumpalo,RUST
solide-project,stylide,try-lock,seanmonstar,try-lock,RUST
offchainlabs,stylus-quickstart-vending-machine,try-lock,seanmonstar,try-lock,RUST
offchainlabs,stylus-hello-world,dirs,soc,dirs-rs,RUST
fluidity-money,long.so,process-nextick-args,calvinmetcalf,process-nextick-args,NPM
theblokc,arbdevbootcamp-reference,const-oid,rustcrypto,formats,RUST
fluidity-money,long.so,bl,rvagg,bl,NPM
fracton-ventures,nitro-gacha,phf_macros,rust-phf,rust-phf,RUST
offchainlabs,stylus-by-example,@radix-ui/react-use-previous,radix-ui,primitives,NPM
alt-research,nitro,is_terminal_polyfill,polyfill-rs,is_terminal_polyfill,RUST
offchainlabs,nitro,ethbloom,paritytech,parity-common,RUST
fluidity-money,long.so,entities,fb55,entities,NPM
alt-research,nitro-near,rkyv_derive,rkyv,rkyv,RUST
offchainlabs,stylus-erc721,callsites,sindresorhus,callsites,NPM
solide-project,stylide,miniz_oxide,frommi,miniz_oxide,RUST
cryptosmartnow,stylus_bitsave,num_cpus,seanmonstar,num_cpus,RUST
solide-project,stylide,socket2,rust-lang,socket2,RUST
fluidity-money,long.so,@prisma/instrumentation,prisma,prisma,NPM
offchainlabs,stylus-by-example,stylus-proc,offchainlabs,stylus-sdk-rs,RUST
offchainlabs,stylus-by-example,hastscript,syntax-tree,hastscript,NPM
offchainlabs,stylus-erc721,combined-stream,felixge,node-combined-stream,NPM
theblokc,arbdevbootcamp-reference,prettyplease,dtolnay,prettyplease,RUST
offchainlabs,stylus-chess,prettyplease,dtolnay,prettyplease,RUST
offchainlabs,stylus-erc20,detect-indent,sindresorhus,detect-indent,NPM
offchainlabs,stylus-erc20,load-json-file,sindresorhus,load-json-file,NPM
offchainlabs,nitro,github.com/enescakir/emoji,enescakir,emoji,GO
dsrvlabs,arbiturm-stylus-solidity-compare,chrono,chronotope,chrono,RUST
cryptosmartnow,bs_arbitrum_main,mime,hyperium,mime,RUST
alt-research,nitro-near,github.com/golang/snappy,golang,snappy,GO
offchainlabs,stylus-erc721,import-fresh,sindresorhus,import-fresh,NPM
blockscout,cargo-stylus-test-examples,readdirp,paulmillr,readdirp,NPM
theblokc,arbdevbootcamp-reference,form-data,form-data,form-data,NPM
offchainlabs,stylus-erc20,espree,eslint,espree,NPM
cryptosmartnow,stylus_bitsave,futures,rust-lang,futures-rs,RUST
offchainlabs,stylus-chess,futures,rust-lang,futures-rs,RUST
offchainlabs,stylus-quickstart-vending-machine,ethers,gakonst,ethers-rs,RUST
fluidity-money,long.so,lucide-react,lucide-icons,lucide,NPM
offchainlabs,stylus-workshop-counter,syn-solidity,alloy-rs,core,RUST
offchainlabs,stylus-tutorials,string.prototype.trimstart,es-shims,string.prototype.trimstart,NPM
alt-research,nitro,github.com/dlclark/regexp2,dlclark,regexp2,GO
cryptosmartnow,bitsave_stylus,pem,jcreekmore,pem-rs,RUST
offchainlabs,stylus-hello-world-minimal,semver,dtolnay,semver,RUST
cryptosmartnow,stylus_bitsave,semver,dtolnay,semver,RUST
offchainlabs,stylus-workshop-nft,semver,dtolnay,semver,RUST
fluidity-money,long.so,internmap,mbostock,internmap,NPM
cryptosmartnow,bs_arbitrum_main,ethers-providers,gakonst,ethers-rs,RUST
offchainlabs,stylus-english-auction,dirs-next,xdg-rs,dirs,RUST
blockscout,cargo-stylus-test-examples,to-regex-range,micromatch,to-regex-range,NPM
alt-research,nitro-near,tinyvec_macros,soveu,tinyvec_macros,RUST
offchainlabs,stylus-by-example,fixed-hash,paritytech,parity-common,RUST
offchainlabs,stylus-workshop-rust-solidity,fixed-hash,paritytech,parity-common,RUST
offchainlabs,stylus-by-example,rustc_version,djc,rustc-version-rs,RUST
cryptosmartnow,stylus_bitsave,crossbeam-epoch,crossbeam-rs,crossbeam,RUST
alt-research,nitro-contracts-2.1.0,plotters-svg,plotters-rs,plotters,RUST
fluidity-money,long.so,byte-slice-cast,sdroege,bytes-num-slice-cast,RUST
alt-research,nitro-near,byte-slice-cast,sdroege,bytes-num-slice-cast,RUST
fluidity-money,long.so,p-map,sindresorhus,p-map,NPM
cryptosmartnow,bitsave_stylus,http,hyperium,http,RUST
cryptosmartnow,bitsave_stylus,idna,servo,rust-url,RUST
fluidity-money,long.so,victory-vendor,formidablelabs,victory,NPM
seabrick,seabrick-contracts,tracing-core,tokio-rs,tracing,RUST
fracton-ventures,nitro-gacha,tracing-core,tokio-rs,tracing,RUST
offchainlabs,stylus-workshop-proxy-update,zeroize,rustcrypto,utils,RUST
offchainlabs,stylus-erc20-oz,zeroize,rustcrypto,utils,RUST
offchainlabs,stylus-erc20-oz,alloy-core,alloy-rs,core,RUST
offchainlabs,stylus-erc721,forwarded,jshttp,forwarded,NPM
fluidity-money,long.so,@babel/helper-replace-supers,babel,babel,NPM
offchainlabs,stylus-erc721,is-arguments,inspect-js,is-arguments,NPM
alt-research,nitro-contracts-2.1.0,region,darfink,region-rs,RUST
offchainlabs,stylus-erc20,type-check,gkz,type-check,NPM
fluidity-money,long.so,@metamask/providers,metamask,providers,NPM
teeeeeo9,basket-swap-stylus,toml_edit,toml-rs,toml,RUST
fracton-ventures,nitro-gacha,term,stebalien,term,RUST
blockscout,cargo-stylus-test-examples,brace-expansion,juliangruber,brace-expansion,NPM
offchainlabs,stylus-hello-world,hex-literal,rustcrypto,utils,RUST
offchainlabs,nitro,github.com/cavaliergopher/grab/v3,cavaliergopher,grab,GO
alt-research,nitro-near,adler,jonas-schievink,adler,RUST
blockscout,cargo-stylus-test-examples,json-schema-traverse,epoberezkin,json-schema-traverse,NPM
offchainlabs,stylus-erc20,command-exists,mathisonian,command-exists,NPM
fluidity-money,long.so,buffer-from,linusu,buffer-from,NPM
offchainlabs,stylus-tutorials,axobject-query,a11yance,axobject-query,NPM
alt-research,nitro,ryu,dtolnay,ryu,RUST
teeeeeo9,basket-swap-stylus,num_enum_derive,illicitonion,num_enum,RUST
alt-research,nitro,convert_case,rutrum,convert-case,RUST
teeeeeo9,basket-swap-stylus,num-traits,rust-num,num-traits,RUST
blockscout,cargo-stylus-test-examples,num-traits,rust-num,num-traits,RUST
offchainlabs,stylus-tutorials,num-traits,rust-num,num-traits,RUST
offchainlabs,stylus-hello-world,num-traits,rust-num,num-traits,RUST
offchainlabs,stylus-vending-machine,zip,zip-rs,zip2,RUST
offchainlabs,stylus-erc20,tmp,raszi,node-tmp,NPM
alt-research,nitro-contracts-2.1.0,ruint,recmo,uint,RUST
fluidity-money,long.so,ruint,recmo,uint,RUST
solide-project,stylide,ruint,recmo,uint,RUST
offchainlabs,stylus-erc20,es-to-primitive,ljharb,es-to-primitive,NPM
fluidity-money,long.so,es-to-primitive,ljharb,es-to-primitive,NPM
offchainlabs,stylus-erc721,binary-extensions,sindresorhus,binary-extensions,NPM
theblokc,arbdevbootcamp-reference,imurmurhash,jensyt,imurmurhash-js,NPM
teeeeeo9,basket-swap-stylus,num_enum,illicitonion,num_enum,RUST
cryptosmartnow,stylus_bitsave,num_enum,illicitonion,num_enum,RUST
offchainlabs,stylus-by-example,es-module-lexer,guybedford,es-module-lexer,NPM
fracton-ventures,nitro-gacha,bech32,rust-bitcoin,rust-bech32,RUST
alt-research,nitro,mini-alloc,offchainlabs,stylus-sdk-rs,RUST
alt-research,nitro,anes,qwandor,anes-rs,RUST
offchainlabs,stylus-by-example,enhanced-resolve,webpack,enhanced-resolve,NPM
offchainlabs,stylus-chess,aes,rustcrypto,block-ciphers,RUST
fluidity-money,long.so,string-argv,mccormicka,string-argv,NPM
offchainlabs,stylus-quickstart-vending-machine,windows-sys,microsoft,windows-rs,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,windows-sys,microsoft,windows-rs,RUST
offchainlabs,stylus-by-example,@types/estree-jsx,definitelytyped,definitelytyped,NPM
seabrick,seabrick-contracts,thiserror,dtolnay,thiserror,RUST
offchainlabs,stylus-vending-machine,thiserror,dtolnay,thiserror,RUST
alt-research,nitro,github.com/dgraph-io/ristretto,dgraph-io,ristretto,GO
alt-research,nitro,unicode-width,unicode-rs,unicode-width,RUST
fracton-ventures,nitro-gacha,stylus-sdk,offchainlabs,stylus-sdk-rs,RUST
fracton-ventures,nitro-gacha,cpufeatures,rustcrypto,utils,RUST
offchainlabs,stylus-chess,cpufeatures,rustcrypto,utils,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,rustix,bytecodealliance,rustix,RUST
seabrick,seabrick-contracts,rustix,bytecodealliance,rustix,RUST
cryptosmartnow,bs_arbitrum_main,pkcs8,rustcrypto,formats,RUST
cryptosmartnow,bitsave_stylus,pkcs8,rustcrypto,formats,RUST
theblokc,arbdevbootcamp-reference,color-name,colorjs,color-name,NPM
theblokc,arbdevbootcamp-reference,winapi-i686-pc-windows-gnu,retep998,winapi-rs,RUST
fracton-ventures,nitro-gacha,winapi-i686-pc-windows-gnu,retep998,winapi-rs,RUST
teeeeeo9,basket-swap-stylus,funty,ferrilab,ferrilab,RUST
teeeeeo9,basket-swap-stylus,futures-executor,rust-lang,futures-rs,RUST
offchainlabs,stylus-erc20,picomatch,micromatch,picomatch,NPM
alt-research,nitro,self_cell,voultapher,self_cell,RUST
offchainlabs,stylus-workshop-rust-solidity,num-integer,rust-num,num-integer,RUST
offchainlabs,stylus-erc721,@noble/secp256k1,paulmillr,noble-secp256k1,NPM
offchainlabs,stylus-erc721,memory_units,pepyakin,memory_units,RUST
offchainlabs,stylus-erc20,commander,tj,commander.js,NPM
offchainlabs,stylus-erc721,wordwrap,substack,node-wordwrap,NPM
seabrick,seabrick-contracts,md-5,rustcrypto,hashes,RUST
teeeeeo9,basket-swap-stylus,core-foundation,servo,core-foundation-rs,RUST
theblokc,arbdevbootcamp-reference,neo-async,suguru03,neo-async,NPM
offchainlabs,stylus-erc721,neo-async,suguru03,neo-async,NPM
alt-research,nitro-near,equivalent,indexmap-rs,equivalent,RUST
offchainlabs,stylus-vending-machine,equivalent,indexmap-rs,equivalent,RUST
offchainlabs,nitro,hex,kokakiwi,rust-hex,RUST
offchainlabs,stylus-workshop-proxy-update,hex,kokakiwi,rust-hex,RUST
offchainlabs,stylus-hello-world-minimal,hex,kokakiwi,rust-hex,RUST
offchainlabs,stylus-english-auction,hex,kokakiwi,rust-hex,RUST
cryptosmartnow,stylus_bitsave,phf,rust-phf,rust-phf,RUST
fracton-ventures,nitro-gacha,rayon,rayon-rs,rayon,RUST
theblokc,arbdevbootcamp-reference,@rollup/rollup-linux-x64-musl,rollup,rollup,NPM
theblokc,arbdevbootcamp-reference,which-boxed-primitive,inspect-js,which-boxed-primitive,NPM
offchainlabs,stylus-erc721,cacheable-lookup,szmarczak,cacheable-lookup,NPM
fluidity-money,long.so,@types/dom-screen-wake-lock,definitelytyped,definitelytyped,NPM
theblokc,arbdevbootcamp-reference,wee_alloc,rustwasm,wee_alloc,RUST
theblokc,arbdevbootcamp-reference,which-collection,inspect-js,which-collection,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,new_debug_unreachable,mbrubeck,rust-debug-unreachable,RUST
theblokc,arbdevbootcamp-reference,node-emoji,omnidan,node-emoji,NPM
fluidity-money,long.so,@babel/plugin-transform-react-jsx-self,babel,babel,NPM
theblokc,arbdevbootcamp-reference,@typescript-eslint/parser,typescript-eslint,typescript-eslint,NPM
offchainlabs,stylus-erc20,sha.js,crypto-browserify,sha.js,NPM
offchainlabs,stylus-workshop-counter,block-buffer,rustcrypto,utils,RUST
alt-research,nitro,github.com/aws/aws-sdk-go-v2/internal/configsources,aws,aws-sdk-go-v2,GO
offchainlabs,stylus-erc20-oz,unicode-bidi,servo,unicode-bidi,RUST
teeeeeo9,basket-swap-stylus,unicode-bidi,servo,unicode-bidi,RUST
offchainlabs,stylus-english-auction,unicode-bidi,servo,unicode-bidi,RUST
theblokc,arbdevbootcamp-reference,ecdsa,rustcrypto,signatures,RUST
seabrick,seabrick-contracts,ecdsa,rustcrypto,signatures,RUST
cryptosmartnow,bs_arbitrum_main,password-hash,rustcrypto,traits,RUST
offchainlabs,stylus-english-auction,password-hash,rustcrypto,traits,RUST
fluidity-money,long.so,@babel/plugin-proposal-private-property-in-object,babel,babel,NPM
offchainlabs,stylus-workshop-counter,ark-serialize,arkworks-rs,algebra,RUST
offchainlabs,stylus-erc20,ark-serialize,arkworks-rs,algebra,RUST
offchainlabs,stylus-quickstart-vending-machine,ark-serialize,arkworks-rs,algebra,RUST
fracton-ventures,nitro-gacha,toml_datetime,toml-rs,toml,RUST
solide-project,stylide,toml_datetime,toml-rs,toml,RUST
fluidity-money,long.so,@web3modal/ui,web3modal,web3modal,NPM
offchainlabs,stylus-by-example,mime-db,jshttp,mime-db,NPM
fluidity-money,long.so,@babel/template,babel,babel,NPM
solide-project,stylide,@types/react-dom,definitelytyped,definitelytyped,NPM
offchainlabs,stylus-erc20,cfg-if,alexcrichton,cfg-if,RUST
offchainlabs,stylus-erc721,cfg-if,alexcrichton,cfg-if,RUST
offchainlabs,stylus-erc721,slash,sindresorhus,slash,NPM
offchainlabs,stylus-erc721,eth-sig-util,metamask,eth-sig-util,NPM
offchainlabs,stylus-erc721,ethereum-ens,arachnid,ensjs,NPM
seabrick,seabrick-contracts,time,time-rs,time,RUST
offchainlabs,stylus-english-auction,time,time-rs,time,RUST
theblokc,arbdevbootcamp-reference,time,time-rs,time,RUST
teeeeeo9,basket-swap-stylus,time,time-rs,time,RUST
offchainlabs,stylus-erc20,typedarray-to-buffer,feross,typedarray-to-buffer,NPM
offchainlabs,stylus-vending-machine,percent-encoding,servo,rust-url,RUST
fluidity-money,long.so,@tootallnate/once,tootallnate,once,NPM
theblokc,arbdevbootcamp-reference,alloy-sol-macro,alloy-rs,core,RUST
cryptosmartnow,stylus_bitsave,alloy-sol-macro,alloy-rs,core,RUST
seabrick,seabrick-contracts,alloy-sol-macro,alloy-rs,core,RUST
alt-research,nitro,alloy-sol-macro,alloy-rs,core,RUST
offchainlabs,stylus-tutorials,windows-targets,microsoft,windows-rs,RUST
theblokc,arbdevbootcamp-reference,@babel/helpers,babel,babel,NPM
theblokc,arbdevbootcamp-reference,strip-bom,sindresorhus,strip-bom,NPM
offchainlabs,stylus-tutorials,strip-bom,sindresorhus,strip-bom,NPM
fluidity-money,long.so,github.com/decred/dcrd/dcrec/secp256k1/v4,decred,dcrd,GO
offchainlabs,stylus-chess,crypto-common,rustcrypto,traits,RUST
alt-research,nitro,crypto-common,rustcrypto,traits,RUST
theblokc,arbdevbootcamp-reference,reduce-flatten,75lb,reduce-flatten,NPM
fluidity-money,long.so,graphql-request,jasonkuhrt,graphql-request,NPM
offchainlabs,stylus-erc721,xhr-request,jam3,xhr-request,NPM
offchainlabs,stylus-by-example,base64,marshallpierce,rust-base64,RUST
offchainlabs,stylus-workshop-rust-solidity,base64,marshallpierce,rust-base64,RUST
seabrick,seabrick-contracts,rand_core,rust-random,rand,RUST
offchainlabs,stylus-workshop-rust-solidity,rand_core,rust-random,rand,RUST
alt-research,nitro,arrayvec,bluss,arrayvec,RUST
offchainlabs,stylus-vending-machine,arrayvec,bluss,arrayvec,RUST
solide-project,stylide,@radix-ui/react-popover,radix-ui,primitives,NPM
offchainlabs,stylus-chess,once_cell,matklad,once_cell,RUST
seabrick,seabrick-contracts,web-sys,rustwasm,wasm-bindgen,RUST
theblokc,arbdevbootcamp-reference,web-sys,rustwasm,wasm-bindgen,RUST
teeeeeo9,basket-swap-stylus,web-sys,rustwasm,wasm-bindgen,RUST
offchainlabs,stylus-hello-world,lalrpop,lalrpop,lalrpop,RUST
fracton-ventures,nitro-gacha,lalrpop,lalrpop,lalrpop,RUST
offchainlabs,stylus-erc721,get-caller-file,stefanpenner,get-caller-file,NPM
offchainlabs,stylus-erc721,is-symbol,inspect-js,is-symbol,NPM
theblokc,arbdevbootcamp-reference,@ethereumjs/util,ethereumjs,ethereumjs-monorepo,NPM
solide-project,stylide,scale-info,paritytech,scale-info,RUST
offchainlabs,stylus-by-example,scale-info,paritytech,scale-info,RUST
theblokc,arbdevbootcamp-reference,array.prototype.tosorted,es-shims,array.prototype.tosorted,NPM
offchainlabs,stylus-by-example,same-file,burntsushi,same-file,RUST
fluidity-money,long.so,@stablelib/hash,stablelib,stablelib,NPM
offchainlabs,stylus-workshop-counter,alloy-serde,alloy-rs,alloy,RUST
offchainlabs,stylus-erc20-oz,scrypt,rustcrypto,password-hashes,RUST
theblokc,arbdevbootcamp-reference,scrypt,rustcrypto,password-hashes,RUST
fracton-ventures,nitro-gacha,scrypt,rustcrypto,password-hashes,RUST
offchainlabs,stylus-workshop-basic-nft,tempfile,stebalien,tempfile,RUST
offchainlabs,stylus-tutorials,@ethersproject/wordlists,ethers-io,ethers.js,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,cargo_metadata,oli-obk,cargo_metadata,RUST
solide-project,stylide,group,zkcrypto,group,RUST
fracton-ventures,nitro-gacha,rand,rust-random,rand,RUST
seabrick,seabrick-contracts,rand,rust-random,rand,RUST
teeeeeo9,basket-swap-stylus,rand,rust-random,rand,RUST
alt-research,nitro,version_check,sergiobenitez,version_check,RUST
alt-research,nitro-near,wasm-bindgen-shared,rustwasm,wasm-bindgen,RUST
offchainlabs,stylus-workshop-proxy-update,errno,lambda-fairy,rust-errno,RUST
offchainlabs,stylus-erc721,undici,nodejs,undici,NPM
offchainlabs,stylus-erc20,prettier,prettier,prettier,NPM
blockscout,cargo-stylus-test-examples,@nomicfoundation/edr,nomicfoundation,edr,NPM
theblokc,arbdevbootcamp-reference,@ethersproject/abstract-provider,ethers-io,ethers.js,NPM
offchainlabs,stylus-hello-world,typenum,paholg,typenum,RUST
offchainlabs,stylus-workshop-nft,typenum,paholg,typenum,RUST
cryptosmartnow,stylus_bitsave,typenum,paholg,typenum,RUST
offchainlabs,stylus-english-auction,aho-corasick,burntsushi,aho-corasick,RUST
offchainlabs,stylus-hello-world,aho-corasick,burntsushi,aho-corasick,RUST
offchainlabs,stylus-workshop-counter,wasm-bindgen-macro-support,rustwasm,wasm-bindgen,RUST
offchainlabs,stylus-erc20,minimatch,isaacs,minimatch,NPM
offchainlabs,stylus-erc721,minimatch,isaacs,minimatch,NPM
theblokc,arbdevbootcamp-reference,@rollup/rollup-linux-arm64-musl,rollup,rollup,NPM
alt-research,nitro,github.com/juju/errors,juju,errors,GO
offchainlabs,nitro,github.com/juju/errors,juju,errors,GO
offchainlabs,stylus-erc721,lodash,lodash,lodash,NPM
fluidity-money,long.so,@babel/parser,babel,babel,NPM
theblokc,arbdevbootcamp-reference,@babel/parser,babel,babel,NPM
cryptosmartnow,stylus_bitsave,siphasher,jedisct1,rust-siphash,RUST
cryptosmartnow,bitsave_stylus,yansi,sergiobenitez,yansi,RUST
