Name,Metric,Date,Value
Pyth Network,GITHUB_opened_pull_requests_daily,2025-01-02,4.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2025-01-02,1.0
Enclave,GITHUB_opened_pull_requests_daily,2025-01-02,2.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2025-01-02,2.0
Open Source Observer,GITHUB_stars_daily,2024-01-21,1.0
Runtime Verification,GITHUB_stars_daily,2024-01-21,4.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-01-21,19.0
thirdweb,GITHUB_commits_daily,2024-01-21,1.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-01-21,4.0
Runtime Verification,GITHUB_forks_daily,2024-01-21,1.0
Open Source Observer,GITHUB_repositories_daily,2024-01-21,3.0
Debid - Fairblock,GITHUB_repositories_daily,2024-01-21,1.0
Redstone Finance,GITHUB_repositories_daily,2024-01-21,1.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-01-21,14.0
thirdweb,GITHUB_active_developers_daily,2024-01-21,1.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-01-21,2.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-01-21,1.0
CoBuilders,GITHUB_comments_daily,2025-01-21,2.0
Passport XYZ,GITHUB_comments_daily,2025-01-21,2.0
Runtime Verification,GITHUB_comments_daily,2025-01-21,10.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2025-01-21,12.0
thirdweb,GITHUB_commits_daily,2025-01-21,12.0
Runtime Verification,GITHUB_commits_daily,2025-01-21,8.0
thirdweb,GITHUB_releases_daily,2025-01-21,2.0
Moving Stylus,GITHUB_repositories_daily,2025-01-21,1.0
CoBuilders,GITHUB_repositories_daily,2025-01-21,1.0
Solang,GITHUB_repositories_daily,2025-01-21,1.0
Open Source Observer,GITHUB_active_developers_daily,2025-01-21,4.0
Walnut,GITHUB_contributors_daily,2025-01-21,2.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2025-01-21,6.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2025-01-21,5.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2025-01-21,8.0
Runtime Verification,GITHUB_opened_issues_daily,2025-01-21,1.0
Trail of Bits Security Reviews,GITHUB_opened_issues_daily,2025-01-21,1.0
Trail of Bits Security Reviews,GITHUB_closed_issues_daily,2025-01-21,1.0
Open Source Observer,GITHUB_comments_daily,2024-06-13,8.0
Enclave,GITHUB_stars_daily,2024-06-13,1.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-06-13,15.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-06-13,26.0
Debid - Fairblock,GITHUB_commits_daily,2024-06-13,1.0
Pyth Network,GITHUB_forks_daily,2024-06-13,2.0
Open Source Observer,GITHUB_forks_daily,2024-06-13,1.0
Passport XYZ,GITHUB_forks_daily,2024-06-13,2.0
Passport XYZ,GITHUB_repositories_daily,2024-06-13,1.0
Debid - Fairblock,GITHUB_repositories_daily,2024-06-13,1.0
Passport XYZ,GITHUB_contributors_daily,2024-06-13,1.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-06-13,4.0
thirdweb,GITHUB_contributors_daily,2024-06-13,14.0
Pyth Network,GITHUB_active_developers_daily,2024-06-13,6.0
Redstone Finance,GITHUB_active_developers_daily,2024-06-13,2.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-06-13,15.0
Walnut,GITHUB_opened_pull_requests_daily,2024-06-13,2.0
Open Source Observer,GITHUB_opened_issues_daily,2024-06-13,1.0
thirdweb,GITHUB_forks_daily,2024-06-09,3.0
thirdweb,GITHUB_repositories_daily,2024-06-09,5.0
Open Source Observer,GITHUB_contributors_daily,2024-06-09,5.0
thirdweb,GITHUB_active_developers_daily,2024-06-09,4.0
thirdweb,GITHUB_closed_issues_daily,2024-06-09,1.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-06-09,6.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-06-09,2.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-01-25,13.0
Walnut,GITHUB_stars_daily,2024-01-25,1.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-01-25,28.0
Redstone Finance,GITHUB_commits_daily,2024-01-25,5.0
Pyth Network,GITHUB_commits_daily,2024-01-25,6.0
thirdweb,GITHUB_commits_daily,2024-01-25,19.0
Walnut,GITHUB_commits_daily,2024-01-25,12.0
Runtime Verification,GITHUB_releases_daily,2024-01-25,2.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-01-25,15.0
Walnut,GITHUB_repositories_daily,2024-01-25,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_daily,2024-01-25,1.0
Pyth Network,GITHUB_contributors_daily,2024-01-25,4.0
thirdweb,GITHUB_active_developers_daily,2024-01-25,9.0
Pyth Network,GITHUB_active_developers_daily,2024-01-25,4.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-01-25,21.0
Walnut,GITHUB_opened_issues_daily,2024-01-25,8.0
Open Source Observer,GITHUB_opened_issues_daily,2024-01-25,8.0
Walnut,GITHUB_closed_issues_daily,2024-01-25,2.0
thirdweb,GITHUB_closed_issues_daily,2024-01-25,6.0
Runtime Verification,GITHUB_closed_issues_daily,2024-01-25,2.0
Runtime Verification,GITHUB_stars_daily,2024-06-28,3.0
Pyth Network,GITHUB_commits_daily,2024-06-28,6.0
Pyth Network,GITHUB_releases_daily,2024-06-28,1.0
Runtime Verification,GITHUB_forks_daily,2024-06-28,2.0
Walnut,GITHUB_repositories_daily,2024-06-28,3.0
Redstone Finance,GITHUB_repositories_daily,2024-06-28,2.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-06-28,9.0
Walnut,GITHUB_active_developers_daily,2024-06-28,2.0
thirdweb,GITHUB_active_developers_daily,2024-06-28,3.0
Pyth Network,GITHUB_active_developers_daily,2024-06-28,3.0
Trail of Bits Security Reviews,GITHUB_comments_daily,2024-02-17,1.0
Runtime Verification,GITHUB_stars_daily,2024-02-17,1.0
Syndicate Protocol,GITHUB_stars_daily,2024-02-17,1.0
Pyth Network,GITHUB_forks_daily,2024-02-17,3.0
Trail of Bits Security Reviews,GITHUB_forks_daily,2024-02-17,1.0
Redstone Finance,GITHUB_repositories_daily,2024-02-17,2.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-02-17,14.0
Syndicate Protocol,GITHUB_repositories_daily,2024-02-17,1.0
Open Source Observer,GITHUB_contributors_daily,2024-02-17,1.0
thirdweb,GITHUB_contributors_daily,2024-02-17,7.0
Runtime Verification,GITHUB_active_developers_daily,2024-02-17,1.0
Redstone Finance,GITHUB_active_developers_daily,2024-02-17,1.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-02-17,3.0
Debid - Fairblock,GITHUB_part_time_contributors_quarterly,2024-11-01,5.0
Walnut,GITHUB_active_contributors_quarterly,2024-11-01,7.0
thirdweb,GITHUB_active_contributors_quarterly,2024-11-01,45.0
Solang,GITHUB_part_time_contributors_quarterly,2024-11-01,4.0
Runtime Verification,GITHUB_active_contributors_quarterly,2024-11-01,23.0
Sylow,GITHUB_active_contributors_quarterly,2024-11-01,1.0
Sylow,GITHUB_part_time_contributors_quarterly,2024-11-01,1.0
Solang,GITHUB_new_contributors_quarterly,2024-11-01,4.0
Moving Stylus,GITHUB_active_contributors_quarterly,2024-11-01,2.0
Runtime Verification,GITHUB_releases_biannually,2024-11-01,56.0
Pyth Network,GITHUB_releases_quarterly,2024-11-01,12.0
thirdweb,GITHUB_releases_quarterly,2024-11-01,25.0
Redstone Finance,GITHUB_releases_quarterly,2024-11-01,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_biannually,2024-11-01,34.0
Runtime Verification,GITHUB_commits_biannually,2024-11-01,214.0
Solang,GITHUB_commits_biannually,2024-11-01,3.0
Moving Stylus,GITHUB_commits_biannually,2024-11-01,8.0
Runtime Verification,GITHUB_comments_daily,2024-11-01,8.0
Pyth Network,GITHUB_comments_daily,2024-11-01,11.0
Debid - Fairblock,GITHUB_comments_daily,2024-11-01,3.0
Walnut,GITHUB_comments_daily,2024-11-01,1.0
thirdweb,GITHUB_active_developers_biannually,2024-11-01,9.0
Pyth Network,GITHUB_active_developers_biannually,2024-11-01,15.0
Debid - Fairblock,GITHUB_active_developers_biannually,2024-11-01,3.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_developers_biannually,2024-11-01,3.0
Enclave,GITHUB_active_developers_biannually,2024-11-01,2.0
Open Source Observer,GITHUB_repositories_quarterly,2024-11-01,8.0
Debid - Fairblock,GITHUB_repositories_quarterly,2024-11-01,11.0
Walnut,GITHUB_repositories_quarterly,2024-11-01,7.0
Trail of Bits Security Reviews,GITHUB_repositories_quarterly,2024-11-01,80.0
Passport XYZ,GITHUB_repositories_quarterly,2024-11-01,8.0
Pyth Network,GITHUB_active_developers_quarterly,2024-11-01,15.0
Enclave,GITHUB_active_developers_quarterly,2024-11-01,2.0
Redstone Finance,GITHUB_active_developers_quarterly,2024-11-01,7.0
Solang,GITHUB_active_developers_quarterly,2024-11-01,2.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_developers_quarterly,2024-11-01,3.0
thirdweb,GITHUB_active_developers_quarterly,2024-11-01,9.0
Passport XYZ,GITHUB_active_developers_quarterly,2024-11-01,5.0
Runtime Verification,GITHUB_forks_monthly,2024-11-01,10.0
Trail of Bits Security Reviews,GITHUB_stars_biannually,2024-11-01,366.0
thirdweb,GITHUB_part_time_developers_quarterly,2024-11-01,9.0
Syndicate Protocol,GITHUB_stars_biannually,2024-11-01,2.0
Sylow,GITHUB_stars_biannually,2024-11-01,7.0
Pyth Network,GITHUB_stars_biannually,2024-11-01,18.0
Redstone Finance,GITHUB_part_time_developers_quarterly,2024-11-01,7.0
Open Source Observer,GITHUB_part_time_developers_quarterly,2024-11-01,8.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_part_time_developers_quarterly,2024-11-01,3.0
Moving Stylus,GITHUB_part_time_developers_quarterly,2024-11-01,2.0
Enclave,GITHUB_part_time_developers_quarterly,2024-11-01,2.0
thirdweb,GITHUB_stars_monthly,2024-11-01,57.0
Walnut,GITHUB_stars_monthly,2024-11-01,1.0
Debid - Fairblock,GITHUB_stars_monthly,2024-11-01,11.0
Redstone Finance,GITHUB_commits_monthly,2024-11-01,150.0
Pyth Network,GITHUB_commits_monthly,2024-11-01,154.0
Debid - Fairblock,GITHUB_commits_monthly,2024-11-01,63.0
Pyth Network,GITHUB_stars_quarterly,2024-11-01,18.0
Open Source Observer,GITHUB_comments_monthly,2024-11-01,212.0
Debid - Fairblock,GITHUB_stars_quarterly,2024-11-01,11.0
Walnut,GITHUB_comments_monthly,2024-11-01,11.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-11-01,3.0
Walnut,GITHUB_commits_daily,2024-11-01,5.0
thirdweb,GITHUB_releases_monthly,2024-11-01,25.0
Pyth Network,GITHUB_releases_daily,2024-11-01,1.0
Solang,GITHUB_commits_quarterly,2024-11-01,3.0
Debid - Fairblock,GITHUB_commits_quarterly,2024-11-01,63.0
Pyth Network,GITHUB_commits_quarterly,2024-11-01,154.0
Moving Stylus,GITHUB_commits_quarterly,2024-11-01,8.0
Passport XYZ,GITHUB_forks_quarterly,2024-11-01,10.0
Pyth Network,GITHUB_forks_quarterly,2024-11-01,20.0
Redstone Finance,GITHUB_forks_quarterly,2024-11-01,3.0
Redstone Finance,GITHUB_forks_biannually,2024-11-01,3.0
Trail of Bits Security Reviews,GITHUB_forks_biannually,2024-11-01,34.0
Sylow,GITHUB_forks_biannually,2024-11-01,1.0
Runtime Verification,GITHUB_repositories_daily,2024-11-01,8.0
Debid - Fairblock,GITHUB_repositories_daily,2024-11-01,2.0
Enclave,GITHUB_repositories_daily,2024-11-01,1.0
Debid - Fairblock,GITHUB_repositories_biannually,2024-11-01,11.0
Walnut,GITHUB_repositories_monthly,2024-11-01,7.0
thirdweb,GITHUB_repositories_monthly,2024-11-01,12.0
Syndicate Protocol,GITHUB_repositories_monthly,2024-11-01,1.0
Enclave,GITHUB_repositories_monthly,2024-11-01,1.0
Solang,GITHUB_repositories_monthly,2024-11-01,1.0
Open Source Observer,GITHUB_repositories_monthly,2024-11-01,8.0
Enclave,GITHUB_repositories_biannually,2024-11-01,1.0
Passport XYZ,GITHUB_repositories_biannually,2024-11-01,8.0
Pyth Network,GITHUB_repositories_biannually,2024-11-01,13.0
Solang,GITHUB_contributors_monthly,2024-11-01,4.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_monthly,2024-11-01,4.0
Moving Stylus,GITHUB_contributors_monthly,2024-11-01,2.0
Trail of Bits Security Reviews,GITHUB_contributors_quarterly,2024-11-01,37.0
Redstone Finance,GITHUB_contributors_quarterly,2024-11-01,8.0
Pyth Network,GITHUB_contributors_quarterly,2024-11-01,26.0
Trail of Bits Security Reviews,GITHUB_contributors_biannually,2024-11-01,37.0
Passport XYZ,GITHUB_contributors_biannually,2024-11-01,7.0
Sylow,GITHUB_contributors_biannually,2024-11-01,1.0
thirdweb,GITHUB_contributors_biannually,2024-11-01,45.0
Open Source Observer,GITHUB_contributors_daily,2024-11-01,1.0
Enclave,GITHUB_contributors_daily,2024-11-01,2.0
thirdweb,GITHUB_contributors_daily,2024-11-01,9.0
Walnut,GITHUB_contributors_daily,2024-11-01,1.0
Solang,GITHUB_active_developers_monthly,2024-11-01,2.0
Walnut,GITHUB_active_developers_monthly,2024-11-01,3.0
Redstone Finance,GITHUB_active_developers_monthly,2024-11-01,7.0
Trail of Bits Security Reviews,GITHUB_active_developers_monthly,2024-11-01,15.0
Passport XYZ,GITHUB_active_developers_monthly,2024-11-01,5.0
Open Source Observer,GITHUB_active_developers_monthly,2024-11-01,8.0
Redstone Finance,GITHUB_full_time_developers_monthly,2024-11-01,2.0
Open Source Observer,GITHUB_full_time_developers_monthly,2024-11-01,2.0
Runtime Verification,GITHUB_part_time_developers_monthly,2024-11-01,10.0
Runtime Verification,GITHUB_full_time_developers_monthly,2024-11-01,1.0
Pyth Network,GITHUB_part_time_developers_monthly,2024-11-01,11.0
Moving Stylus,GITHUB_part_time_developers_monthly,2024-11-01,2.0
Trail of Bits Security Reviews,GITHUB_part_time_developers_monthly,2024-11-01,12.0
Walnut,GITHUB_part_time_developers_monthly,2024-11-01,3.0
Redstone Finance,GITHUB_part_time_developers_monthly,2024-11-01,5.0
Trail of Bits Security Reviews,GITHUB_part_time_developers_biannually,2024-11-01,15.0
Pyth Network,GITHUB_part_time_developers_biannually,2024-11-01,15.0
thirdweb,GITHUB_part_time_developers_biannually,2024-11-01,9.0
Enclave,GITHUB_active_developers_daily,2024-11-01,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_new_contributors_monthly,2024-11-01,3.0
Moving Stylus,GITHUB_new_contributors_monthly,2024-11-01,2.0
Redstone Finance,GITHUB_new_contributors_monthly,2024-11-01,5.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_contributors_monthly,2024-11-01,4.0
thirdweb,GITHUB_active_developers_daily,2024-11-01,4.0
Passport XYZ,GITHUB_new_contributors_monthly,2024-11-01,7.0
Debid - Fairblock,GITHUB_active_contributors_monthly,2024-11-01,5.0
Pyth Network,GITHUB_active_contributors_monthly,2024-11-01,26.0
Open Source Observer,GITHUB_active_contributors_monthly,2024-11-01,17.0
Passport XYZ,GITHUB_part_time_contributors_monthly,2024-11-01,3.0
thirdweb,GITHUB_part_time_contributors_monthly,2024-11-01,36.0
Runtime Verification,GITHUB_active_contributors_monthly,2024-11-01,23.0
Walnut,GITHUB_new_contributors_monthly,2024-11-01,5.0
Walnut,GITHUB_part_time_contributors_monthly,2024-11-01,7.0
Redstone Finance,GITHUB_active_contributors_monthly,2024-11-01,8.0
Passport XYZ,GITHUB_full_time_contributors_monthly,2024-11-01,4.0
Moving Stylus,GITHUB_part_time_contributors_monthly,2024-11-01,2.0
Solang,GITHUB_active_contributors_biannually,2024-11-01,4.0
Runtime Verification,GITHUB_new_contributors_biannually,2024-11-01,4.0
Trail of Bits Security Reviews,GITHUB_part_time_contributors_biannually,2024-11-01,37.0
Walnut,GITHUB_active_contributors_biannually,2024-11-01,7.0
Debid - Fairblock,GITHUB_part_time_contributors_biannually,2024-11-01,5.0
Redstone Finance,GITHUB_new_contributors_biannually,2024-11-01,5.0
Moving Stylus,GITHUB_new_contributors_biannually,2024-11-01,2.0
Debid - Fairblock,GITHUB_active_contributors_biannually,2024-11-01,5.0
Sylow,GITHUB_change_in_part_time_contributors_monthly,2024-11-01,1.0
Sylow,GITHUB_change_in_active_developers_monthly,2024-11-01,1.0
Passport XYZ,GITHUB_change_in_active_developers_quarterly,2024-11-01,1.0
Passport XYZ,GITHUB_change_in_part_time_contributors_biannually,2024-11-01,1.0
Passport XYZ,GITHUB_change_in_part_time_contributors_monthly,2024-11-01,3.0
Runtime Verification,GITHUB_change_in_part_time_contributors_monthly,2024-11-01,5.0
thirdweb,GITHUB_change_in_full_time_contributors_monthly,2024-11-01,-1.0
Redstone Finance,GITHUB_change_in_active_developers_monthly,2024-11-01,3.0
Walnut,GITHUB_change_in_active_developers_monthly,2024-11-01,-2.0
Open Source Observer,GITHUB_change_in_part_time_contributors_quarterly,2024-11-01,19.0
Moving Stylus,GITHUB_change_in_part_time_contributors_quarterly,2024-11-01,-1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_part_time_contributors_quarterly,2024-11-01,0.0
Walnut,GITHUB_change_in_part_time_contributors_quarterly,2024-11-01,-2.0
Solang,GITHUB_change_in_part_time_contributors_monthly,2024-11-01,-1.0
Walnut,GITHUB_change_in_part_time_contributors_monthly,2024-11-01,-2.0
thirdweb,GITHUB_change_in_part_time_contributors_quarterly,2024-11-01,-7.0
Passport XYZ,GITHUB_change_in_part_time_contributors_quarterly,2024-11-01,1.0
Runtime Verification,GITHUB_change_in_part_time_contributors_quarterly,2024-11-01,4.0
Passport XYZ,GITHUB_change_in_active_developers_biannually,2024-11-01,1.0
Redstone Finance,GITHUB_change_in_active_developers_quarterly,2024-11-01,3.0
Solang,GITHUB_change_in_active_developers_biannually,2024-11-01,-1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_active_developers_biannually,2024-11-01,0.0
Walnut,GITHUB_change_in_part_time_contributors_biannually,2024-11-01,-2.0
Trail of Bits Security Reviews,GITHUB_change_in_part_time_contributors_biannually,2024-11-01,-6.0
Sylow,GITHUB_opened_pull_requests_monthly,2024-11-01,1.0
Open Source Observer,GITHUB_opened_pull_requests_monthly,2024-11-01,81.0
Runtime Verification,GITHUB_opened_pull_requests_monthly,2024-11-01,97.0
Enclave,GITHUB_opened_pull_requests_monthly,2024-11-01,8.0
Walnut,GITHUB_opened_pull_requests_monthly,2024-11-01,12.0
Passport XYZ,GITHUB_opened_pull_requests_daily,2024-11-01,6.0
Solang,GITHUB_opened_pull_requests_biannually,2024-11-01,3.0
Runtime Verification,GITHUB_opened_pull_requests_biannually,2024-11-01,97.0
thirdweb,GITHUB_opened_pull_requests_biannually,2024-11-01,266.0
Debid - Fairblock,GITHUB_opened_pull_requests_quarterly,2024-11-01,9.0
Solang,GITHUB_opened_pull_requests_quarterly,2024-11-01,3.0
Redstone Finance,GITHUB_opened_pull_requests_biannually,2024-11-01,30.0
Sylow,GITHUB_opened_pull_requests_biannually,2024-11-01,1.0
Solang,GITHUB_merged_pull_requests_biannually,2024-11-01,3.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_merged_pull_requests_quarterly,2024-11-01,5.0
Open Source Observer,GITHUB_merged_pull_requests_quarterly,2024-11-01,67.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_quarterly,2024-11-01,157.0
Enclave,GITHUB_merged_pull_requests_quarterly,2024-11-01,9.0
Redstone Finance,GITHUB_merged_pull_requests_quarterly,2024-11-01,24.0
Redstone Finance,GITHUB_merged_pull_requests_biannually,2024-11-01,24.0
Passport XYZ,GITHUB_opened_issues_monthly,2024-11-01,50.0
thirdweb,GITHUB_opened_issues_monthly,2024-11-01,19.0
thirdweb,GITHUB_merged_pull_requests_biannually,2024-11-01,222.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_merged_pull_requests_biannually,2024-11-01,5.0
Runtime Verification,GITHUB_opened_issues_quarterly,2024-11-01,11.0
Pyth Network,GITHUB_opened_issues_quarterly,2024-11-01,1.0
Runtime Verification,GITHUB_opened_issues_daily,2024-11-01,1.0
Passport XYZ,GITHUB_opened_issues_biannually,2024-11-01,50.0
thirdweb,GITHUB_closed_issues_monthly,2024-11-01,22.0
thirdweb,GITHUB_closed_issues_quarterly,2024-11-01,22.0
Enclave,GITHUB_closed_issues_biannually,2024-11-01,6.0
Passport XYZ,GITHUB_closed_issues_biannually,2024-11-01,52.0
Redstone Finance,GITHUB_closed_issues_biannually,2024-11-01,2.0
Trail of Bits Security Reviews,GITHUB_closed_issues_daily,2024-11-01,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_avg_prs_time_to_merge_quarterly,2024-11-01,0.0
Pyth Network,GITHUB_avg_prs_time_to_merge_quarterly,2024-11-01,0.0
Redstone Finance,GITHUB_avg_prs_time_to_merge_quarterly,2024-11-01,0.0
Sylow,GITHUB_avg_prs_time_to_merge_quarterly,2024-11-01,0.0
Passport XYZ,GITHUB_avg_time_to_first_response_quarterly,2024-11-01,232064.75159235668
Sylow,GITHUB_avg_time_to_first_response_biannually,2024-11-01,1823.0
Solang,GITHUB_avg_time_to_first_response_biannually,2024-11-01,197198.66666666666
Redstone Finance,GITHUB_avg_time_to_first_response_biannually,2024-11-01,3721001.2258064514
Open Source Observer,GITHUB_avg_prs_time_to_merge_biannually,2024-11-01,0.0
Runtime Verification,GITHUB_change_in_new_contributors_quarterly,2024-11-01,2.0
Runtime Verification,GITHUB_churned_contributors_quarterly,2024-11-01,0.0
Trail of Bits Security Reviews,GITHUB_churned_contributors_quarterly,2024-11-01,-24.0
Walnut,GITHUB_change_in_full_time_contributors_quarterly,2024-11-01,0.0
Sylow,GITHUB_change_in_active_contributors_monthly,2024-11-01,1.0
Pyth Network,GITHUB_churned_contributors_monthly,2024-11-01,-20.0
Passport XYZ,GITHUB_churned_contributors_monthly,2024-11-01,-6.0
Passport XYZ,GITHUB_change_in_active_contributors_monthly,2024-11-01,1.0
Moving Stylus,GITHUB_change_in_active_contributors_monthly,2024-11-01,-1.0
Sylow,GITHUB_change_in_active_contributors_quarterly,2024-11-01,1.0
