,project_name,project_github,oso_github_slug,grant_address,oso_address_slug,round_id,round_name,chain_id,program_address,round_date,amount_usd,match_usd,total_usd,oso_slug
8557,Jolly Roger,wighawag,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,,11,[],,,2021-09-08T15:00:00Z,6.41,0.0,6.41,wighawag
8586,Krebit - Web3 Verifiable Credentials,krebitdao,krebitdao,0xd6eef6a4ceb9270776d6b388cfaba62f5bc3357f,,11,"['dapp', 'gitcoin-main', 'latin-america']",,,2021-09-08T15:00:00Z,74.41,0.93,75.34,krebitdao
8611,Li.Finance - Cross-Chain Bridge Aggregator + Smart Routing,lifinance,lifinance,0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,26819.2,34672.22,61491.42,lifinance
8612,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,9575.68,4818.37,14394.05,lighthouse-sigp
8701,"Minerva Wallet (the mobile Metamask alternative, Panvala League)",lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,8185.45,5928.56,14114.01,minerva-wallet-lab10-coop
8705,MintBot | Polygon NFT Minter + ENS SubDomains (no gas),stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,11,"['gitcoin-main', 'nft', 'africa']",,,2021-09-08T15:00:00Z,1147.08,5007.93,6155.01,optinames-optimismresolver
8742,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,10023.81,4425.92,14449.73,nethermindeth
8763,NFT Price Floor - Your User-Friendly Gateway to the NFT Ecosystem,nft-pricefloor,nft-pricefloor,0x31856e11ddaabc67e3b7b5de50dd0efce86e361e,,11,"['gitcoin-main', 'nft']",,,2021-09-08T15:00:00Z,98.08,0.03,98.11,nft-pricefloor
8775,🎨 nifty.ink,buidlguidl,buidlguidl,0x4985ad3d7d81c9e9a4cb2cc080f0c6baa55d8f74,,11,"['gitcoin-main', 'nft']",,,2021-09-08T15:00:00Z,18654.2,10097.89,28752.09,buidlguidl
8823,OptiNames | ENS on Optimism,stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,11,[],,,2021-09-08T15:00:00Z,12.19,0.0,12.19,optinames-optimismresolver
8855,Pepemon: Degen Battleground,pepem00n,,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,11,"['dapp', 'gitcoin-main', 'nft']",,,2021-09-08T15:00:00Z,2855.75,101.01,2956.76,pepemon-dao
8894,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,9864.17,6959.0,16823.17,proof-of-humanity
8900,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,13371.85,8180.14,21551.99,prysmaticlabs
8934,rekt.news - The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,18058.02,25317.15,43375.17,rekthq
8945,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,11,"['latin-america', 'uniswap', 'gitcoin-main', 'dapp']",,,2021-09-08T15:00:00Z,12887.66,17384.95,30272.61,revert-finance
8947,Revoke.cash - Helping you stay safe in web3,revokecash,"revokecash, revoke-cash",0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,1493.45,16.87,1510.32,revoke-cash
8952,Ronan Sandford (a.k.a. @wighawag) Open Source And Research Grant,wighawag,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,72.96,0.29,73.25,wighawag
8954,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,11,"['dapp', 'uniswap', 'gitcoin-main']",,,2021-09-08T15:00:00Z,35679.72,22794.23,58473.95,rotki
8975,🏗  Scaffold-ETH,scaffold-eth,buidlguidl,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,4761.13,350.06,5111.1900000000005,buidlguidl
9026,Snapshot,snapshot-labs,snapshot-labs,0x8c28cf33d9fd3d0293f963b1cd27e3ff422b425c,,11,"['gitcoin-main', 'dgov']",,,2021-09-08T15:00:00Z,559.4,10099.01,10658.41,snapshot-labs
9121,The Daily Gwei by Anthony Sassano (sassal0x),,,0x648aa14e4424e0825a5ce739c8c68610e143fb79,ethhub-io,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,7676.51,3353.65,11030.16,ethhub-io
9146,The MoonMath Manual to zk-SNARKs,leastauthority,leastauthority,0xa8a4912938549d50ef3e7c698c890e18d73408ee,,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,1206.44,73.36,1279.8,leastauthority
9163,The Tor Project,torproject,tor-project,0x532fb5d00f40ced99b16d1e295c77cda2eb1bb4f,,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,9124.52,4847.33,13971.85,tor-project
9204,Treejer: A Climate Action Protocol,treejer,treejer,0x81c776d0d7f7d9d3699851993ecaa88a46187f11,treejer,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,65.27,0.02,65.28999999999999,treejer
9212,TrueBlocks - Indexing any EVM-Based Chain,trueblocks,trueblocks,0xf503017d7baf7fbc0fff7492b751025c6a78179b,trueblocks,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,3283.76,416.78,3700.54,trueblocks
9225,Umbra:  Privacy Preserving Stealth Payments,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,11,"['ethinfra', 'gitcoin-main']",,,2021-09-08T15:00:00Z,24696.66,15678.44,40375.1,scope-lift
9278,WalletConnect,walletconnect,walletconnect,0xcbec15583a21c3ddad5fab658be5b4fe85df730b,,11,[],,,2021-09-08T15:00:00Z,1563.03,0.0,1563.03,walletconnect
9299,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,11,"['community', 'gitcoin-main']",,,2021-09-08T15:00:00Z,1696.93,356.07,2053.0,weekinethnews
9345,ZeroAlpha - EFFICIENT ART MARKET,,,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,,0.0,,minerva-wallet-lab10-coop
9348,ZeroPool - Scaling anonymous transactions for blockchains,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,11,"['dapp', 'gitcoin-main']",,,2021-09-08T15:00:00Z,18898.71,9491.26,28389.97,zeropoolnetwork
9455,✨ Astral — Spatial data on the decentralized web,astralprotocol,astralprotocol,0x41dde2dc7f718d5f764fc97e8d122864587642d4,astralprotocol,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,471.65,5.67,477.32,astralprotocol
9480,Bankless Academy,banklessdao,banklessdao,0xf80cd14ec747b2adf7b1a9911b38c65a885daeea,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,10447.41,9068.98,19516.39,banklessdao
9482,BanklessDAO,banklessdao,banklessdao,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,,12,[],,,2021-12-01T15:00:00Z,12367.42,0.0,12367.42,banklessdao
9499,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,10485.35,6121.74,16607.09,beacon-chain
9551,"Blockhead: portfolio tracker, tx visualizer and data explorer for crypto/DeFi/NFTs/web3",darrylyeo,blockhead-darryl-yeo,0x048669c431230a9a8298b7ec045f1e1137827cca,blockhead-darryl-yeo,12,"['uniswap', 'gitcoin-main']",,,2021-12-01T15:00:00Z,6695.42,9945.25,16640.67,blockhead-darryl-yeo
9554,"Blockscout - Open-source, Multi-chain, Transparent Block Explorer",blockscout,blockscout,0x242ba6d68ffeb4a098b591b32d370f973ff882b7,blockscout,12,"['gitcoin-main', 'synthetix']",,,2021-12-01T15:00:00Z,5812.39,1291.27,7103.66,blockscout
9561,Bloom Network,bloomnetwork,bloomnetwork,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,bloomnetwork,12,"['gitcoin-main', 'climate']",,,2021-12-01T15:00:00Z,53838.97,13274.41,67113.38,bloomnetwork
9575,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,12,[],,,2021-12-01T15:00:00Z,15776.81,0.0,15776.81,brightid
9582,BuidlGuidl,austintgriffith,,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,6247.36,1072.37,7319.73,buidlguidl
9634,clr.fund,clrfund,clrfund,0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680,clrfund,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,9101.87,3030.64,12132.51,clrfund
9657,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,390.19,16.71,406.9,commons-stack
9658,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,3769.33,1258.56,5027.889999999999,commons-stack
9659,Commons Stack Community Fund - Panvala League,commons-stack,commons-stack,0x1251a94b6d800979d2d933b8bd5914b892772ac6,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,2023.78,375.12,2398.9,commons-stack
9726,CryptoStats/CryptoFees.info,dmihal,crypto-fees-dmihal,0x392acfd0792c32222edf31c20dd0cc51528bb9ea,,12,"['gitcoin-main', 'synthetix']",,,2021-12-01T15:00:00Z,7876.59,5970.94,13847.529999999999,crypto-fees-dmihal
9763,DAO Internal Dispute Resolution Open Handbook by LexDAO (Panvala League),lexdao,lexdao,0x24801de57f065d95d741dff0f419dc5004777c87,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,27.19,0.15,27.34,lexdao
9774,DApp Learning developer group,dapp-learning-dao,dapp-learning-dao,0x1f7b953113f4dfcbf56a1688529cc812865840e1,dapp-learning-dao,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,9201.71,2470.31,11672.019999999999,dapp-learning-dao
9775,DAppNode  - Panvala League,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,12,[],,,2021-12-01T15:00:00Z,8413.4,0.0,8413.4,dappnode
9785,Dataverse: your ownable personal space,ownership-labs,,0x2d1036d679f3cdca0ea86bb0e29540d52346cbc9,dataverse-os,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,31846.48,25000.0,56846.479999999996,dataverse-os
9801,Decentralize Gitcoin Grants,gitcoinco,gitcoin,0x6bf1eba9740441d0a8822eda4e116a74f850d81b,,12,[],,,2021-12-01T15:00:00Z,190.58,0.0,190.58,gitcoin
9939,Electronic Frontier Foundation,efforg,electronic-frontier-foundation,0x640c28441f9e73537c63576a0d6f44643a577e32,,12,"['advocacy', 'gitcoin-main']",,,2021-12-01T15:00:00Z,58763.59,230769.88,289533.47,electronic-frontier-foundation
9999,Ethereum Staking Guides (Ubuntu),someresat,,0x32b74b90407309f6637245292cd90347de658a37,someresatguides,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,2908.5,398.43,3306.93,someresatguides
10004,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,23266.48,22051.85,45318.33,ethers-io
10025,ethstaker,superphiz,,0xd165df4296c85e780509fa1eace0150d945d49fd,ethstaker,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,6703.99,2728.41,9432.4,ethstaker
10030,eth-wizard: An Ethereum validator installation wizard,stake-house,"stake-house, eth-wizard-stake-house",0xdbb16c68aa373229db9f37d85087264361691ab9,eth-wizard-stake-house,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,2776.63,378.11,3154.7400000000002,eth-wizard-stake-house
10072,Frame: Privacy Focused Native Ethereum Wallet,floating,frame-floating,0xb120c885f1527394c78d50e7c7da57defb24f612,,12,"['gitcoin-main', 'synthetix']",,,2021-12-01T15:00:00Z,38303.93,45298.16,83602.09,frame-floating
10075,Freedom of the Press Foundation,freedomofpress,freedom-of-the-press-foundation,0x998f25be40241ca5d8f5fcaf3591b5ed06ef3be7,,12,"['advocacy', 'gitcoin-main']",,,2021-12-01T15:00:00Z,47808.37,57706.26,105514.63,freedom-of-the-press-foundation
10112,Geo Web [Panvala League],geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,30560.27,22653.14,53213.41,geo-web
10122,Gitcoin Champions Program,gitcoinco,gitcoin,0xc29fb1d0c0ad2078e909b0bd629b512eb6bcb008,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,,0.0,,gitcoin
10137,Giveth.io - Panvala League,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,4264.58,701.67,4966.25,giveth
10138,GivethTRACE,giveth,giveth,0x97222b6ed77c17cd6cfc288ea363a688f57fb242,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,555.77,14.58,570.35,giveth
10166,Hardhat by Nomic Foundation,nomicfoundation,hardhat-nomicfoundation,0x587fb98e404a18503a24cf19abb1887704beb407,,12,"['gitcoin-main', 'synthetix']",,,2021-12-01T15:00:00Z,30447.47,39969.28,70416.75,hardhat-nomicfoundation
10167,hardhat-deploy and jolly-roger,wighawag,wighawag,0xf0d7a8198d75e10517f035cf11b928e9e2ab20f4,wighawag,12,"['gitcoin-main', 'synthetix']",,,2021-12-01T15:00:00Z,9169.07,9602.35,18771.42,wighawag
10198,Idena: The first Proof-of-Person blockchain,,,0x8917418abe36e6e788068e96ef5a47d7484c06b1,idena-network,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,709.72,79.13,788.85,idena-network
10243,Just-DNA-Seq,dna-seq,dna-seq,0xbc7beb2d44eb0cddf6c0f2560a21475c2e2ac19c,dna-seq,12,"['gitcoin-main', 'longevity']",,,2021-12-01T15:00:00Z,10891.02,63438.92,74329.94,dna-seq
10273,Krebit - Web3 Verifiable Credentials,krebitdao,krebitdao,0xd6eef6a4ceb9270776d6b388cfaba62f5bc3357f,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,3425.25,2289.44,5714.6900000000005,krebitdao
10274,Kredeum : Decentralized NFTs Factory,kredeum,kredeum,0xbc0b437c95c7165f7d1f7c966cb2227da52a27d7,kredeum,12,"['gitcoin-main', 'polygon']",,,2021-12-01T15:00:00Z,933.78,407.93,1341.71,kredeum
10281,L2BEAT,l2beat,l2beat,0x41626ba92c0c2a1ad38fc83920300434082b1870,l2beat,12,"['gitcoin-main', 'synthetix']",,,2021-12-01T15:00:00Z,41053.62,46538.88,87592.5,l2beat
10306,Li.Finance - Cross-Chain Bridge Aggregator + Smart Routing,lifinance,lifinance,0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,,12,[],,,2021-12-01T15:00:00Z,67280.42,0.0,67280.42,lifinance
10307,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,17268.49,16654.66,33923.15,lighthouse-sigp
10398,"Minerva Wallet (the mobile Metamask alternative, Panvala League)",lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,4157.32,2312.72,6470.039999999999,minerva-wallet-lab10-coop
10403,MintBot | Polygon NFT Minter + ENS SubDomains (no gas),stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,12,"['gitcoin-main', 'polygon']",,,2021-12-01T15:00:00Z,235.06,34.08,269.14,optinames-optimismresolver
10438,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,12,[],,,2021-12-01T15:00:00Z,3523.35,0.0,3523.35,nethermindeth
10459,NFT Price Floor - Your User-Friendly Gateway to the NFT Ecosystem,nft-pricefloor,nft-pricefloor,0x31856e11ddaabc67e3b7b5de50dd0efce86e361e,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,5239.87,2873.29,8113.16,nft-pricefloor
10470,🎨 nifty.ink,buidlguidl,buidlguidl,0x4985ad3d7d81c9e9a4cb2cc080f0c6baa55d8f74,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,4313.39,1026.65,5340.040000000001,buidlguidl
10552,Pepemon: Degen Battleground,pepem00n,,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,3450.87,1269.65,4720.52,pepemon-dao
10593,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,5974.33,3627.19,9601.52,proof-of-humanity
10599,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,14653.78,14480.99,29134.77,prysmaticlabs
10642,rekt.news - The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,21477.29,25000.0,46477.29,rekthq
10654,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,12,"['uniswap', 'gitcoin-main']",,,2021-12-01T15:00:00Z,10528.61,17898.38,28426.99,revert-finance
10656,Revoke.cash - Helping you stay safe in web3,revokecash,"revokecash, revoke-cash",0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,3689.44,366.97,4056.41,revoke-cash
10662,Ronan Sandford (a.k.a. @wighawag) Open Source And Research Grant,wighawag,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,4.1,0.0,4.1,wighawag
10664,Rosco Kalis,,,0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,12,[],,,2021-12-01T15:00:00Z,1.06,0.0,1.06,revoke-cash
10665,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,12,"['uniswap', 'gitcoin-main', 'polygon']",,,2021-12-01T15:00:00Z,25826.24,124216.63,150042.87,rotki
10688,🏗  Scaffold-ETH,scaffold-eth,buidlguidl,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,9869.37,6845.37,16714.74,buidlguidl
10743,Snapshot,snapshot-labs,snapshot-labs,0x8c28cf33d9fd3d0293f963b1cd27e3ff422b425c,,12,[],,,2021-12-01T15:00:00Z,241.01,0.0,241.01,snapshot-labs
10762,Spect,spect-ai,spect-ai,0x55b23ed53fe13060183b92979c737a8ef9a73b73,,12,"['gitcoin-main', 'polygon']",,,2021-12-01T15:00:00Z,336.25,61.01,397.26,spect-ai
10844,The Daily Gwei by Anthony Sassano (sassal0x),,,0x648aa14e4424e0825a5ce739c8c68610e143fb79,ethhub-io,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,12385.37,5898.62,18283.99,ethhub-io
10847,The Decarbonization Warp Drive,,,0x58b36156a268ec1e28ac781554c556e5152f7450,edendao,12,"['gitcoin-main', 'polygon', 'climate']",,,2021-12-01T15:00:00Z,33151.5,73578.63,106730.13,edendao
10870,The MoonMath Manual to zk-SNARKs,leastauthority,leastauthority,0xa8a4912938549d50ef3e7c698c890e18d73408ee,,12,"['zktech', 'gitcoin-main']",,,2021-12-01T15:00:00Z,666.5,39.65,706.15,leastauthority
10886,The Tor Project,torproject,tor-project,0x532fb5d00f40ced99b16d1e295c77cda2eb1bb4f,,12,"['advocacy', 'gitcoin-main']",,,2021-12-01T15:00:00Z,95341.47,186209.02,281550.49,tor-project
10928,Treejer: A Climate Action Protocol,treejer,treejer,0x81c776d0d7f7d9d3699851993ecaa88a46187f11,treejer,12,"['gitcoin-main', 'polygon', 'climate']",,,2021-12-01T15:00:00Z,25229.67,12740.09,37969.759999999995,treejer
10937,TrueBlocks - Indexing any EVM-Based Chain,trueblocks,trueblocks,0xf503017d7baf7fbc0fff7492b751025c6a78179b,trueblocks,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,3744.85,667.87,4412.72,trueblocks
10950,Umbra:  Privacy Preserving Stealth Payments,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,56517.68,25000.0,81517.68,scope-lift
11007,WalletConnect,walletconnect,walletconnect,0xcbec15583a21c3ddad5fab658be5b4fe85df730b,,12,[],,,2021-12-01T15:00:00Z,13256.88,0.0,13256.88,walletconnect
11032,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,4354.17,319.67,4673.84,weekinethnews
11078,ZeroAlpha - EFFICIENT ART MARKET,,,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,12,['gitcoin-main'],,,2021-12-01T15:00:00Z,,0.0,,minerva-wallet-lab10-coop
11081,ZeroPool - Scaling anonymous transactions for blockchains,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,12,"['zktech', 'gitcoin-main']",,,2021-12-01T15:00:00Z,54697.99,52643.92,107341.91,zeropoolnetwork
11206,✨ Astral — Spatial data on the decentralized web,astralprotocol,astralprotocol,0x41dde2dc7f718d5f764fc97e8d122864587642d4,astralprotocol,13,"['gitcoin-main', 'radicle', 'climate']",,,2022-03-09T15:00:00Z,17292.79,56664.77,73957.56,astralprotocol
11236,Bankless Academy,banklessdao,banklessdao,0xf80cd14ec747b2adf7b1a9911b38c65a885daeea,,13,"['uniswap', 'gitcoin-main', 'nft', 'polygon']",,,2022-03-09T15:00:00Z,2317.13,9818.41,12135.54,banklessdao
11255,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,3518.01,6732.92,10250.93,beacon-chain
11312,"Blockhead: portfolio tracker, tx visualizer and data explorer for crypto/DeFi/NFTs/web3",darrylyeo,blockhead-darryl-yeo,0x048669c431230a9a8298b7ec045f1e1137827cca,blockhead-darryl-yeo,13,"['nft', 'uniswap', 'gitcoin-main', 'ens', 'polygon']",,,2022-03-09T15:00:00Z,1946.54,13388.94,15335.48,blockhead-darryl-yeo
11315,"Blockscout - Open-source, Multi-chain, Transparent Block Explorer",blockscout,blockscout,0x242ba6d68ffeb4a098b591b32d370f973ff882b7,blockscout,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,217.23,14.12,231.35,blockscout
11323,Bloom Network,bloomnetwork,bloomnetwork,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,bloomnetwork,13,"['gitcoin-main', 'climate']",,,2022-03-09T15:00:00Z,544.93,1233.43,1778.3600000000001,bloomnetwork
11338,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,3481.46,8046.01,11527.470000000001,brightid
11346,BuidlGuidl,austintgriffith,,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,13,[],,,2022-03-09T15:00:00Z,1.03,0.0,1.03,buidlguidl
11383,ChainEye - Free and open source omnichain analytics,defieye,defieye,0xe6d7b9fb31b93e542f57c7b6bfa0a5a48efc9d0f,defieye,13,"['gitcoin-main', 'polygon']",,,2022-03-09T15:00:00Z,13860.45,40000.0,53860.45,defieye
11417,clr.fund,clrfund,clrfund,0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680,clrfund,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,443.24,176.03,619.27,clrfund
11445,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,17.02,0.16,17.18,commons-stack
11446,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,2669.04,6348.42,9017.46,commons-stack
11447,Commons Stack Community Fund - Panvala League,commons-stack,commons-stack,0x1251a94b6d800979d2d933b8bd5914b892772ac6,,13,[],,,2022-03-09T15:00:00Z,3.11,0.0,3.11,commons-stack
