date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-compound_finance,forecasted_TVL_opchain-compound_finance,forecasted_TVL-compound_v1_protocol,forecasted_TVL_opchain-compound_v1_protocol,forecasted_TVL-compound_v2_protocol,forecasted_TVL_opchain-compound_v2_protocol
2025-01-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22843809782944524,,,1776711.2182132918,4018596.240449426,239590526.8424101,768701621.6817813
2025-01-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13386307651494073,,,1623333.429014625,4213136.98663092,229516400.63514388,751633030.2694999
2025-01-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.14335870357069488,,,1794429.5305316595,4420458.274360809,224379271.8298322,748535452.5292617
2025-01-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.18701514852130152,,,1710798.3966915032,3872941.5044680834,217465439.27647194,736685264.8351046
2025-01-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1875233926424902,,,1595652.1868183657,4038713.9530327423,211033923.6546287,732678389.8641709
2025-01-26 02:58:11,0.0,0.0,0.0,0.0,0.0,0.27497584330143715,,,,,217167923.96701023,
2025-01-26 03:46:23,0.0,0.0,0.0,0.0,0.0,0.2774038544649242,,,1678482.8513530432,,,
2025-01-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22737456422266736,,,,,,
2025-01-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.20056361359297512,,,,,,
2025-01-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.27188824017364943,,,,,,
2025-01-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16706083098809074,,,,,,
2025-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.05100223762059711,,,,,,
2025-02-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1654671364256848,,,,,,
2025-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2657560143937903,,,,,,
2025-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.25906390682536157,,,,,,
2025-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.14116472150336457,,,,,,
2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19209502654693603,,,,,,
2025-02-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19715001269285873,,,,,,
2025-02-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2692873079695735,,,,,,
2025-02-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.18706535910566413,,,,,,
2025-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2179810060722035,,,,,,
2025-02-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.21282364575356844,,,,,,
2025-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2232391613925721,,,,,,
